"","SSN","mean_emp_size","med_emp_size","mean_sales_vol","med_sales_vol","simp_index_emp_size","pct_naics_2_22","pct_naics_2_23","pct_naics_2_31","pct_naics_2_33","pct_naics_2_42","pct_naics_2_44","pct_naics_2_45","pct_naics_2_48","pct_naics_2_49","pct_naics_2_51","pct_naics_2_52","pct_naics_2_53","pct_naics_2_54","pct_naics_2_55","pct_naics_2_56","pct_naics_2_61","pct_naics_2_62","pct_naics_2_71","pct_naics_2_72","pct_naics_2_81","pct_naics_2_92","pct_naics_2_99","pct_naics_2_11","pct_naics_2_32","pct_naics_2_NA","pct_naics_2_21","all_bus"
"1","0101",8.54022988505747,3,1233.7012987013,366,0.98352689706892,0.00215982721382289,0.0950323974082073,0.00431965442764579,0.00431965442764579,0.0259179265658747,0.0712742980561555,0.0215982721382289,0.00647948164146868,0.00215982721382289,0.00647948164146868,0.0885529157667387,0.0345572354211663,0.0971922246220302,0.00215982721382289,0.0431965442764579,0.0259179265658747,0.151187904967603,0.0323974082073434,0.0863930885529158,0.142548596112311,0.0280777537796976,0.0280777537796976,0,0,0,0,463
"2","0102",45.4758269720102,3,6013.45726702076,386,0.966315884056444,0.000962000962000962,0.0351130351130351,0.00288600288600289,0.00529100529100529,0.0139490139490139,0.112073112073112,0.0543530543530544,0.0187590187590188,0,0.0115440115440115,0.0538720538720539,0.0408850408850409,0.0731120731120731,0,0.0274170274170274,0.012987012987013,0.18999518999519,0.0293410293410293,0.137566137566138,0.0962000962000962,0.0634920634920635,0.0153920153920154,0.000962000962000962,0.00240500240500241,0.00144300144300144,0,2079
"3","0103",8.52739726027397,4,1071.67637540453,366,0.984267995677489,0.00323624595469256,0.13915857605178,0.00323624595469256,0.00647249190938511,0.0129449838187702,0.0744336569579288,0.0453074433656958,0.0355987055016181,0.00323624595469256,0.0129449838187702,0.0550161812297735,0.0614886731391586,0.0517799352750809,0,0.0485436893203883,0.0161812297734628,0.13915857605178,0.0420711974110032,0.0711974110032362,0.12621359223301,0.0194174757281553,0.029126213592233,0,0.00323624595469256,0,0,309
"4","0104",8.04132231404959,5,3768.70769230769,370,0.978341214856627,0,0.1,0.00769230769230769,0,0.0692307692307692,0.0692307692307692,0.0384615384615385,0.0230769230769231,0.00769230769230769,0.0153846153846154,0.0615384615384615,0.0307692307692308,0.0461538461538462,0,0.0461538461538462,0,0.0692307692307692,0,0.0923076923076923,0.153846153846154,0.1,0.0384615384615385,0.0230769230769231,0.00769230769230769,0,0,130
"5","0105",9.19815668202765,4,1322.42424242424,322,0.978934321548909,0,0.116883116883117,0,0.0346320346320346,0.0649350649350649,0.0995670995670996,0.038961038961039,0.0216450216450216,0.0173160173160173,0.012987012987013,0.038961038961039,0.025974025974026,0.0346320346320346,0,0.038961038961039,0.0432900432900433,0.051948051948052,0.0303030303030303,0.0649350649350649,0.12987012987013,0.051948051948052,0.0346320346320346,0.0346320346320346,0.012987012987013,0,0,231
"6","0106",4.5625,3,626.777777777778,232.5,0.882717207731282,0,0.111111111111111,0.0555555555555556,0,0,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0,0.111111111111111,0,0.0555555555555556,0,0.111111111111111,0,0,0.0555555555555556,0.0555555555555556,0.166666666666667,0.111111111111111,0,0,0,0,0,18
"7","0107",7.27083333333333,3,1311.35,334,0.983482237420054,0,0.0846153846153846,0.0115384615384615,0.0192307692307692,0.0384615384615385,0.1,0.0192307692307692,0.0192307692307692,0.00384615384615385,0.0153846153846154,0.0769230769230769,0.0269230769230769,0.0807692307692308,0,0.0423076923076923,0.0230769230769231,0.0538461538461538,0.0192307692307692,0.0730769230769231,0.203846153846154,0.0576923076923077,0.0192307692307692,0.00384615384615385,0.00769230769230769,0,0,260
"8","0108",17.1614942528736,3,2931.75699396599,483,0.942474071348347,0.00109529025191676,0.108981380065717,0.00328587075575027,0.011500547645126,0.0246440306681271,0.0887185104052574,0.0295728368017525,0.0191675794085433,0.00219058050383352,0.0197152245345016,0.0509309967141292,0.0416210295728368,0.0700985761226725,0,0.0454545454545455,0.0175246440306681,0.235487404162103,0.0219058050383352,0.0553121577217963,0.0930996714129244,0.0191675794085433,0.0306681270536692,0.00219058050383352,0.00766703176341731,0,0,1826
"9","0109",5.225,2,343.7,198.5,0.912204390925116,0,0.1,0,0.025,0.025,0,0.125,0,0.05,0,0,0,0.05,0,0.075,0.05,0.05,0.075,0.125,0.075,0.125,0,0.05,0,0,0,40
"10","0110",15.1764705882353,5,1661.1935483871,445,0.90532059371432,0.032258064516129,0.172043010752688,0.010752688172043,0.032258064516129,0.032258064516129,0.10752688172043,0.010752688172043,0,0.010752688172043,0.010752688172043,0.0752688172043011,0,0.0752688172043011,0,0.032258064516129,0.032258064516129,0.021505376344086,0.010752688172043,0.0860215053763441,0.10752688172043,0.043010752688172,0.0537634408602151,0.010752688172043,0.021505376344086,0,0.010752688172043,93
