"SSN","totpop18","pop18_1564","a04","a59","a1014","a1520","a2024","a2529","a3034","a3539","a4044","a4549","a5054","a5559","a6064","a6569","a7074","a7580","a8084","a85","pop18_1564P"
101,8139.4345873338,4982.20176400978,498.139109761517,420.986542633324,430.464981558859,434.15723491841,560.903444725835,381.580757178297,439.725912458703,515.020232022751,355.133444018487,365.697476348657,704.788890054362,626.576698989634,598.617673294644,728.478549655846,310.434668215415,251.604301743054,214.604171071641,302.520498684368,61.2106616319866
102,38396.8803940299,25072.8317260496,2920.24642825528,2676.51432526203,2489.64091982745,2035.967247069,2753.02715025464,3022.62094837378,2578.626070871,2227.50681387288,2525.98757506674,2606.40628941338,2538.57847714592,2397.33478993616,2386.77636404606,1727.16135930552,1290.18070217662,989.106830408586,737.344960675945,493.853142068928,65.2991375047958
103,9166.29959567837,5624.54804721994,273.002983213838,306.243529495733,366.42639085592,312.836742306452,336.952660381646,508.799421065522,507.343038561965,337.316809974671,498.417905371028,557.769124742058,660.656780993216,950.474603072513,953.980960750872,713.497320361872,775.354848876525,405.946173904171,355.822906900491,345.457394849874,61.3611631227038
104,4409.76876152623,2708.7714157911,322.059251758966,263.227713052759,338.96009676085,238.382570970407,192.552190276882,289.213066065977,388.802924564054,219.506838041588,368.841421738128,313.992581047807,240.400947385021,300.296718776217,156.782156925017,263.2787268338,148.653955054732,100.766374647425,225.154768861219,38.8964587653803,61.4266090191447
105,7377.55592887632,4836.49900827762,476.741493708114,352.88348630885,424.019395738683,563.368068364795,399.313489764573,541.299207453694,527.40781618504,373.922996270504,499.721773910313,284.339994473006,456.179593230802,570.455356935538,620.490711689355,432.234198382049,421.179101776277,270.137367231061,54.7132225081507,109.148654945514,65.5569277265279
106,586.198804782233,363.275995806978,28.1248402790355,36.64931030841,20.2932434870571,34.0646867526583,38.8720872839335,26.8783289898996,21.5595527279328,23.9793425979632,30.3863317844976,46.4977505428344,43.1179597581726,49.342170767691,48.5777846013947,40.5424170819764,41.4309471244211,33.7046478556325,14.848054423102,7.32934841562101,61.9714664791804
107,4081.2071696845,2564.51881040047,366.775437184288,342.071297643092,257.817307209918,291.468605311151,221.467505192999,307.249653042317,416.672357553904,134.645319059224,269.284289400872,229.535229424965,367.578381281515,152.696580897952,173.920889235575,199.534813426413,188.964311020346,18.7682653593192,32.5849669602797,110.171960480374,62.8372612262838
108,46071.9754554309,30337.7193467368,3082.1556950228,3049.13953812428,3117.91335070885,3360.94769449169,2235.31644217154,2723.14172561294,2468.58151511198,2643.26927370246,2806.1199478192,3457.43718188807,3866.0760588064,3700.03938730418,3076.79011982829,2222.02330588502,1925.30666262369,990.573528227252,830.963326985838,516.180701116357,65.8485316655998
109,3598.12028586055,2229.75892214385,172.740051195563,225.308360411677,124.441441684325,209.153089866189,238.672422306464,164.804431333816,133.214006392945,146.091808930817,186.295517373498,286.295325702498,263.899557722134,303.045389891976,298.287372623512,247.614198214157,254.60575420775,207.143980885624,91.5174717066921,44.9901054109118,61.9701050825366
110,1796.90371780858,1164.70073372478,97.2989487097588,96.7707604749621,93.6883793349561,116.219290068833,114.403313268002,94.3485360597742,62.8372060310252,111.682620140016,96.047719047667,175.299715162486,143.976772249631,129.955421135521,119.930140561826,115.640330574487,84.6193499864738,53.5687760630817,36.8937168803192,53.7227220597541,64.8170918776438
111,36512.7939147618,25188.5969802602,1680.25393680563,1766.11363765821,1700.95276699546,3129.27403675797,3634.37604747696,2537.85120860741,1766.88892597328,1772.43894096047,1625.2208637955,2619.96803404998,2729.59167335611,2975.18549085639,2397.80175842609,1730.92439058022,1652.84146561237,1102.49692034206,797.646477144636,892.967339363084,68.9856740052878
112,26164.9830902362,17753.6808449041,1246.07781301221,1584.12897737017,2105.8004394353,1397.41154840322,1825.09569249081,1726.11029563999,1537.01607206444,2088.3380137884,1581.88299771012,1944.44086768171,2006.7629959672,1995.39374342224,1651.22861773599,1208.38026382898,989.915874214899,656.487005762385,382.236242189965,238.275629518121,67.8528275125436
113,14235.415159115,8987.48265514392,427.032827054788,938.748662552707,1277.85096035443,1031.70242577479,760.473166713049,521.070019975804,952.954103528384,735.285650203693,1099.48876420791,879.693485539165,1292.39437160478,972.659687314363,741.760980281981,559.556781825709,665.460653532536,551.373485808853,366.474417430175,461.434715411917,63.1346719058571
114,5712.74323491164,3417.53345594874,282.504333587091,351.31941136797,328.144056180571,294.347298448014,325.372666922691,203.289389961405,263.202562308288,259.248646599617,266.611823528636,447.336249058255,428.79348352153,490.214581923566,439.116753676733,383.899149969364,249.129221591345,260.120650804411,158.583896737274,281.509058724875,59.8229837298402
115,107.295680008479,61.9472343494446,5.11274702591787,7.04104818986801,4.52982199765198,4.52975945625085,3.50115255430021,3.76839656921209,1.03292225862834,5.65120018057302,4.70929804368354,7.80383702085245,10.5853717566355,11.079853368889,9.28544314041959,9.1507516750044,8.03024907169912,5.65188813598541,2.37791063762561,3.45402892528172,57.735068499076
116,6068.43250352056,3180.01227640387,171.712837583256,145.801722245907,204.706992177324,85.9425672819414,290.836344427246,300.557010466603,258.619066457883,150.793490789312,179.75130775219,233.666492050884,403.542742263601,631.199711122667,645.103543791544,610.273195692348,722.122318998,451.418308513931,319.627370820418,262.757481085506,52.4025318656673
117,5979.0717883998,4027.5469268495,267.533077484941,317.621620170279,358.695020784462,366.585305678368,516.107912239867,228.712770952856,273.774137826658,208.846299604754,468.308874371164,389.479858240584,666.056053914414,577.139867697876,332.535846322962,289.619421024373,277.675259605995,238.623414623278,111.821892458533,89.9351553984369,67.3607387464971
118,8284.8046297752,5371.91923222125,297.865783437492,400.155776855549,854.08396810747,587.614738783585,410.924216550999,348.134750612284,289.013540012143,696.129939774835,444.983633384748,684.23667238767,667.744366017411,572.537530465853,670.59984423172,389.159447500905,395.792265505197,261.587701669202,126.854249168067,187.386205310066,64.840626572108
119,19515.5800711335,13263.4696618636,1402.02400905148,1319.86251184986,1246.45329384117,1524.79734775975,1523.90072023577,1416.07323587091,1486.3732458941,1089.5515179429,1437.64886278038,1036.23726925041,1352.41667905573,1474.79932175914,921.671461314527,701.09728836565,592.209948907933,329.075439247776,306.327053365215,355.060864640831,67.9634918025434
120,1066.72090903344,626.441618783934,36.006169995981,43.117192345307,40.6452380148411,62.3995189154997,39.9938101051682,43.3113122219902,47.466648775592,60.2269090234924,44.3520585509051,62.6566238024668,104.656358407257,91.0001274658535,70.3782515157085,95.0131200809926,72.0430197122656,61.3893453569524,49.4713666619464,42.5938380812251,58.7259154178905
121,10173.8263488479,6650.71520612704,568.32092002989,483.956730636153,642.057195823591,580.465618163474,868.063340240669,622.406618234514,499.157018357873,464.506267706365,543.80527404212,805.779775399397,519.967274946756,992.109474016704,754.454545019167,685.892751560287,451.750150131333,302.389563452647,178.066600767559,210.677230319361,65.3708347094031
122,10203.4694791679,6364.45622221044,604.025441083158,440.689651822771,402.483773197507,548.880254398357,794.351848473497,509.670169237164,331.775909003427,485.917891931064,480.670552788566,605.907890429492,768.5744939947,1098.9097342058,739.79747774837,714.28163570944,494.215267814912,440.072779505575,421.970713450586,321.273994373474,62.3754129436519
123,798.753544374394,495.160277171428,38.4784059811493,49.8386646518871,27.8125716999661,46.1483482750321,52.9327417890968,37.2651140564481,29.7034319791871,32.653839535582,41.4233965791176,63.4093496258785,58.7946999279179,67.1509367126551,65.6784186905132,54.933065016699,56.4483014345016,45.8871650249221,20.2606352868634,9.93445810697669,61.9916219037565
201,6780.22496507103,4284.81683608259,290.639536328303,658.624590069856,632.213021004496,521.791285738261,306.274949933318,112.696500226512,261.610655251252,293.406487171668,404.596465573259,900.654901431678,399.661815883453,629.836504349477,454.287270523711,441.250043175796,61.8139026577682,132.054354168543,52.4432812000202,226.369400383661,63.1957915578941
202,1591.02749083551,863.006567889183,98.1898517612001,89.7796431973602,113.059722241331,87.3674128767158,59.3921692116585,44.4846482546623,59.9966985106115,90.3413826759095,49.6316750019622,141.03899265395,86.6080677529369,134.006989218876,110.1385317319,187.643725552561,96.6129089377502,81.6986277409491,29.4337116606504,31.602731854529,54.2420902756358
203,27533.1320839372,18394.0876954132,1509.2457229875,1853.37459569923,1660.28937600353,1781.85385975159,1956.83148734857,1684.94206283454,1561.0045159201,1923.78446688246,1771.58231373806,1895.46792855365,1627.03794713837,2380.6119753529,1810.97113789293,1573.16900753872,729.587074829486,598.611511283531,474.390216965427,740.376883216633,66.807102219018
204,8202.03714487651,5862.1070152663,477.482219235425,418.259039650974,418.630197314979,427.479638963324,752.570908140395,499.690430234729,646.078425723553,629.793111911601,437.300536085787,572.9237536739,663.651021240109,503.773964416764,728.845224876134,410.874668436874,279.582892114509,134.333240210336,123.338584609053,77.4292880380612,71.4713541492326
205,6154.12107117308,4207.17662509689,336.730461666118,231.166653110449,307.323359507432,472.675592328991,297.404220078818,554.783682758259,425.580977326938,519.511794057938,396.932692100451,444.299919565886,378.475070523696,428.278880535595,289.233795820317,328.14320570012,267.854687419675,120.771200580298,229.955902236606,124.998975855493,68.363566079387
206,24518.7913454064,16082.1600712107,1202.91699717856,1207.65057434152,712.886291891087,1045.47659036579,1286.27371713963,1681.36553298472,1931.71005944871,1508.9495351173,1729.65083241887,1775.09094906381,1680.86342380765,1501.95857010833,1940.82086075592,1819.20038921028,1098.85822807356,1004.25869766147,637.47620270594,753.383893133203,65.5911616712859
207,8557.30317092961,5659.27840577852,444.170952034393,492.577097436643,646.132401231584,652.837419400011,452.495881977107,336.313480227733,271.505829095184,343.05537495646,635.080159086634,775.956299562105,781.803755664911,834.17386296158,576.056342846798,471.097153045768,265.659457649781,185.962671859387,179.209941261476,213.215090632059,66.1339009818409
208,8679.69801227773,5450.50631332268,510.513190467674,770.357647785475,546.329249503062,654.715358870639,340.769822658778,315.796085554944,314.944754821734,548.491513437805,618.095406331841,636.4022288164,642.853613986918,833.409254879689,545.028273963928,385.162896524709,498.189647760432,195.161208404355,134.446367246942,189.031491262404,62.796036286202
209,4943.46653876925,3120.44379740734,217.525760576826,353.74591206058,478.73809084998,475.797194139837,160.105277620452,80.4072518267759,87.2632763264108,215.500514497553,472.795601086222,327.433183363171,508.657269455399,436.852992524027,355.631236567496,267.247927363117,234.033328415496,103.890992424807,82.8394406273209,85.0012890437792,63.1225835744046
210,17333.1463107897,11376.9222095593,897.213819565728,703.00797854158,1238.39250753053,1036.22816750207,1027.42553185523,1040.57872244066,1120.55260209403,817.588930332619,1168.72780967356,1318.32345892583,1078.06890053162,1685.73875711403,1083.68932908968,750.705555217839,725.613597038867,502.687985671373,509.928219834889,628.67443782959,65.6367978759708
211,20011.3097988868,13401.865861103,1151.46115973692,1291.81994725588,1136.11970720196,1288.96301429109,1278.30418146753,1179.15262708822,1459.50713080451,1618.69791970702,1348.18964707209,1288.55063039056,1435.00255516322,1237.6285932516,1267.86956186714,1066.61727773303,806.247358551578,484.972820461129,369.139562597561,303.066104245787,66.9714576196731
212,9482.02408187342,6489.3959956945,560.762600004072,307.006137552682,570.79440058439,503.11478500832,396.440995888801,868.56546625644,1135.29930445014,827.736672599602,537.672052492365,610.865810494603,628.813821630476,521.51416814245,459.372918731293,568.171167953457,346.613569754473,155.074237414653,225.939441604533,258.266531310666,68.4389318109847
213,13072.3204339031,9032.03603219591,1122.5602419271,592.733625297341,502.610325238055,318.665023301075,579.277574685296,986.081597747212,1464.16854429511,1506.62804067629,1047.56667401493,817.615927479115,916.209302768329,665.500232370641,730.323114857919,507.42180867215,365.467890026975,341.004571038973,176.082477002964,432.403462503592,69.0928292177671
214,7629.82860325616,4917.61392565717,438.620673358347,484.457251628906,360.919215203205,766.71141476338,284.288603395815,156.637302881256,366.294514127449,502.739106402097,377.71013234326,565.373187016596,963.425936520291,458.799241902634,475.634486304389,251.290108624346,250.615604305979,293.783211059356,312.216936315297,320.311677103557,64.4524822426351
215,28402.0896673279,18830.308808633,1576.28106883863,1961.55301735456,1515.48417716767,1464.56098547947,1567.65000824077,1815.45144657914,1853.56112991715,1938.11569387528,1933.87797873635,2385.19639456006,2113.27021248799,2130.22614874181,1628.39881001496,1373.71559547808,1120.60224058226,908.607131061631,622.598664265837,492.938963946262,66.2990259843249
216,5490.76228105835,3022.79027342935,227.128006799482,399.072406787869,476.698532727847,255.340612581163,104.792303459671,148.188547300148,201.040010078292,311.247997277495,398.61398828828,423.313962377622,310.327339042667,478.244780609815,391.680732414194,348.922315586318,336.941461291173,307.421653818897,184.55906678599,187.228563831424,55.0522881651089
217,33067.8442294669,21560.0819009467,1562.33351767255,2339.3005834534,2176.81409956635,2085.10265380474,1914.28641906153,1430.77796567293,1765.3808005806,2085.61165985061,2269.90593566344,2445.28740328651,2698.20316649864,2566.02740280977,2299.49849371789,1666.92092678378,1140.8603209807,787.073161337781,804.370796740027,1030.08892198568,65.1995387160266
218,14248.5352489609,10026.6597142114,1060.13654119185,461.214817557001,633.275622858208,669.123116871669,955.457219632739,1386.20236964666,1328.39546394069,1382.91946380468,694.653615658118,974.793713447087,1009.43777036831,987.21869528639,638.458285555044,544.070220884664,373.73548584025,457.578249331811,359.330860367838,332.533736717921,70.369757585732
219,36572.593048491,22428.4915048492,1961.28705986429,1946.57633416551,1274.89173506564,1637.94889049646,1290.19332870766,1752.36794176128,2471.72890134696,2907.8816935481,2530.27880536611,2743.24379605063,2241.59570198608,2419.53936440886,2433.71308117706,2182.06931729554,2261.27785718713,1697.90780288075,1251.19713559797,1568.89430158498,61.3259537684725
220,10950.1639622143,6784.19461728997,383.694741592178,704.006946255263,796.100477293415,806.88466967128,537.931816528072,398.098951761986,375.610133205008,518.631606501389,583.107548938499,812.807864220533,1058.75364002773,893.948501228397,798.419885207074,584.375867457886,695.514113952526,448.215289099432,224.060679195412,330.001230078246,61.9551875268731
