"SSN","totpop18","pop18_1564","pop18_1564P"
101,8139.4345873338,4982.20176400978,61.2106616319866
102,38396.8803940299,25072.8317260496,65.2991375047958
103,9166.29959567837,5624.54804721994,61.3611631227038
104,4409.76876152623,2708.7714157911,61.4266090191447
105,7377.55592887632,4836.49900827762,65.5569277265279
106,586.198804782233,363.275995806978,61.9714664791804
107,4081.2071696845,2564.51881040047,62.8372612262838
108,46071.9754554309,30337.7193467368,65.8485316655998
109,3598.12028586055,2229.75892214385,61.9701050825366
110,1796.90371780858,1164.70073372478,64.8170918776438
111,36512.7939147618,25188.5969802602,68.9856740052878
112,26164.9830902362,17753.6808449041,67.8528275125436
113,14235.415159115,8987.48265514392,63.1346719058571
114,5712.74323491164,3417.53345594874,59.8229837298402
115,107.295680008479,61.9472343494446,57.735068499076
116,6068.43250352056,3180.01227640387,52.4025318656673
117,5979.0717883998,4027.5469268495,67.3607387464971
118,8284.8046297752,5371.91923222125,64.840626572108
119,19515.5800711335,13263.4696618636,67.9634918025434
120,1066.72090903344,626.441618783934,58.7259154178905
121,10173.8263488479,6650.71520612704,65.3708347094031
122,10203.4694791679,6364.45622221044,62.3754129436519
123,798.753544374394,495.160277171428,61.9916219037565
201,6780.22496507103,4284.81683608259,63.1957915578941
202,1591.02749083551,863.006567889183,54.2420902756358
203,27533.1320839372,18394.0876954132,66.807102219018
204,8202.03714487651,5862.1070152663,71.4713541492326
205,6154.12107117308,4207.17662509689,68.363566079387
206,24518.7913454064,16082.1600712107,65.5911616712859
207,8557.30317092961,5659.27840577852,66.1339009818409
208,8679.69801227773,5450.50631332268,62.796036286202
209,4943.46653876925,3120.44379740734,63.1225835744046
210,17333.1463107897,11376.9222095593,65.6367978759708
211,20011.3097988868,13401.865861103,66.9714576196731
212,9482.02408187342,6489.3959956945,68.4389318109847
213,13072.3204339031,9032.03603219591,69.0928292177671
214,7629.82860325616,4917.61392565717,64.4524822426351
215,28402.0896673279,18830.308808633,66.2990259843249
216,5490.76228105835,3022.79027342935,55.0522881651089
217,33067.8442294669,21560.0819009467,65.1995387160266
218,14248.5352489609,10026.6597142114,70.369757585732
219,36572.593048491,22428.4915048492,61.3259537684725
220,10950.1639622143,6784.19461728997,61.9551875268731
221,31995.7204079347,22331.1262641147,69.7941036469887
222,11750.1926695639,7132.26919449291,60.6991680482599
223,44429.5731125905,31284.4206854065,70.4135072514146
224,4775.8546815409,2880.7427485924,60.3188945368611
225,12127.6421521245,8130.99656382422,67.0451557015955
226,3455.22469351253,2195.03649740222,63.5280391901454
227,10237.8214609015,6652.25637556104,64.977264948077
228,4138.39262285065,2404.93625222385,58.1128102477444
229,9124.27504375193,5991.56927103152,65.6662501108446
230,10559.9330709436,7665.94247207586,72.5946123008035
231,24550.6762046632,17177.7926313812,69.9687148662666
232,22203.2030390432,15285.907419934,68.8455057275047
233,26234.7537228216,17529.8017820842,66.8190064495826
234,9579.89268181682,6397.5744617542,66.7812748455644
235,7309.49520757293,4567.32326717533,62.4847973420026
236,8458.23587718392,5257.61024578826,62.1596550643694
237,2661.92171941263,1569.93606207278,58.9775443291097
238,16661.8605377412,11171.4812529138,67.0482220614501
239,15312.7547407115,10182.8366275841,66.4990512811606
240,2983.11128372417,1849.83673041339,62.0103158908649
241,5948.9071236336,3723.62269531507,62.5933909864217
242,13061.6086414574,8542.73066936682,65.4033580691759
243,5910.1526838066,3641.97353976983,61.6223257606962
244,8130.86444280694,5035.97913653781,61.9365772478588
245,20433.1463622576,14791.7727731617,72.3910674886751
246,26817.3055043905,16536.4699773115,61.663428395534
247,8840.12046097629,5598.53780190101,63.3310125876126
248,14873.6206733925,9610.64327227952,64.6153581788733
249,11390.0525590947,8117.65881237259,71.2697221567327
250,13040.9559243058,9134.63252270654,70.0457280564943
251,25161.4468896065,15553.2050714412,61.8136355181775
252,11411.2749789411,7763.55514041157,68.0340729212014
253,10095.7993035255,6184.01796860143,61.2533766042868
254,5390.73720527275,3497.8570827802,64.8864329605772
255,2337.98147912795,1449.31649750203,61.9900760737683
256,18113.8621632042,12585.9694595785,69.4825286080912
257,14105.7855516569,9486.90967358453,67.2554508846207
258,3265.35356333611,1837.04841388493,56.2587903041065
259,1683.31213546329,1154.77212601364,68.6011881982791
260,40557.355526922,26228.1858318808,64.6693688262553
261,14768.7392330705,9021.31782239382,61.0838723605672
262,1794.80623817798,1251.8676335936,69.7494585746733
263,8225.80809357472,5276.818622898,64.1495469243902
264,9802.24009762142,6122.87863234882,62.4640752661688
265,11946.5012824901,8460.9187843323,70.8234033066517
266,9397.30762598685,5663.96339040831,60.2721930135124
267,11048.9888536047,6747.27453441511,61.0668960193026
268,5713.77934042524,3744.27664800842,65.5306483664411
269,8019.34542138435,5593.95656213081,69.7557751685567
270,17103.7949027337,10397.3119940998,60.7895034594809
301,1071.3175922344,751.561357494501,70.1529931872958
302,2260.34382024921,1536.24628008109,67.9651593849873
303,3761.56402110097,2648.65329350776,70.4136172786054
304,12392.1905327995,8631.26431480841,69.6508360807019
305,9738.37554621027,6305.5485259911,64.7494902622125
306,22792.5597937934,15349.2839292617,67.3433965650555
