Place.Name,SSN,mun_SPL_THEME1,mun_RPL_THEME1,mun_SPL_THEME2,mun_RPL_THEME2,mun_SPL_THEME3,mun_RPL_THEME3,mun_SPL_THEME4,mun_RPL_THEME4,mun_SPL_THEMES,mun_RPL_THEMES
manchester twp,1518,20.222152827420654,5.234922570937091,20.1044974377147,5.720929371003138,3.222408873221107,1.470694516187844,18.955978804512913,4.525201437091741,62.50503794286937,4.371040153207239
toms river twp,1507,37.14037278524132,9.360168918019903,46.81148281895228,13.291149698521682,8.676510795665486,4.082248689435453,37.32246430680653,8.451554492705712,129.9508307066656,8.106788586129902
jackson twp,1511,13.674145001568865,3.266481158552892,18.596770948084902,4.616518562433447,4.584137863396852,2.18182961496839,13.186074922801906,2.716399685525807,50.041128735852524,2.682228816649431
lakewood twp,1514,37.21347121521201,9.929041904838094,23.60851611852071,4.878777930209184,9.614637512387164,4.761399515720763,35.65316941426752,9.336461377710318,106.08979426038741,8.523858073175196
little egg harbor twp,1516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tuckerton boro,1532,1.978391280198554,0.5224004740435821,1.7938906378548576,0.37928101932591946,0.36372467306063316,0.1693169750393874,2.281172295770537,0.5993515794583167,6.417178886884582,0.46453317724219884
bass river twp,0301,0.8395617725640386,0.22295454868664571,0.6491164792388017,0.20197234202161718,0.12673467296236998,0.05918257859282461,0.7083186137719728,0.19134700158214699,2.3237315385371833,0.19160696573908173
beach haven boro,1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
long beach twp,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galloway twp,0111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stafford twp,1530,9.753889412606336,2.5123325778297665,11.889064557868902,3.659755714545635,1.9296508049848158,0.8902433474590308,8.096879485564745,1.8024165941675483,31.669484261024795,2.0938054093754404
ship bottom boro,1528,0.34607859312521133,0.04290575665401809,0.9873064445412616,0.21620105874467865,0.030248252879732367,0.007563779487079184,0.5959906543472165,0.08528796973192004,1.9596239448934218,0.0327011983873332
eagleswood twp,1508,1.888119533515534,0.49152170562865843,2.1890762238651957,0.6522658459156117,0.06884440269020241,0.018882899845867714,1.6225313944330821,0.3120258971994939,5.768571554504015,0.33876143666917286
pemberton twp,0329,19.62222151197624,5.207110404596963,18.865131539428063,6.029837165404798,6.131316884954628,3.023485734664557,14.536646685448538,3.386760424166524,59.15531662180747,4.80276154015925
plumsted twp,1523,2.5692084732508618,0.6611865856409104,2.4970039080420214,0.5423268937933549,0.5527181221112102,0.25616277172876967,2.8969378730408106,0.7220005088908296,8.515868376444905,0.5961813439217364
north hanover twp,0326,3.963345634401106,1.0350468265035555,3.7597361309953756,0.8699662573440172,1.5999733421540243,0.7886260059317417,3.131494096697098,0.6458363929193327,12.454549204247606,0.8159579631019382
upper freehold twp,1351,0.680723315670531,0.08264969337182576,2.2741666033577093,0.6767040853579629,0.24311471492572342,0.1049894471170268,1.5280513145126153,0.2711016872941227,4.72605594846658,0.15950644959722599
new hanover twp,0325,5.2515920548914625,1.3343965630969628,2.2568670973311633,0.2821131030253592,2.1017838720445563,1.042152902145429,5.197139294789887,1.2923559812883498,14.80738231905707,0.9525347056347422
woodland twp,0339,1.030233931622176,0.2734061855797965,0.8042651343551769,0.2498968837911385,0.1561372607083436,0.07285394528237656,0.8721942567771672,0.23469265907210335,2.8628305834628636,0.23504964906683207
lakehurst boro,1513,2.665324957343031,0.714875890983617,2.4223215153496316,0.8116073929192591,0.8252678937498702,0.4082786572685051,1.8746402356607743,0.4215520934117623,7.787554602103308,0.6357607320209977
berkeley twp,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lacey twp,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beachwood boro,1504,6.3400024116027405,1.6799673249429745,7.133571657485574,2.0745770814983993,0.9635343091272219,0.43660495632014834,3.128224184303091,0.44488535104238236,17.565332562518627,1.1190789830235033
south toms river boro,1529,3.0147230204071027,0.8032252600039748,2.510113208927217,0.8382676634912583,0.9119814362594166,0.45184919153859737,1.9105008191563397,0.4236521567164826,8.347318484750076,0.6917256461839021
