"SSN","avg_min_dist","prop_under_10mi"
101,1.4038789600988,1
102,0.725342001069011,1
103,1.3886221506548,1
104,9.20704270364308,0.666666666666667
105,2.98878683662071,0.888888888888889
106,0.545475936236778,1
107,4.07193488563405,0.75
108,2.06702128074849,0.914285714285714
109,2.67176694276545,0.8
110,3.73692121224665,0.857142857142857
111,3.80855969849579,0.894736842105263
112,5.78668733409161,0.666666666666667
113,10.9506082575201,0.555555555555556
114,2.75650076643398,1
115,0.144647778062532,1
116,2.92646293936515,1
117,3.05678667279899,0.857142857142857
118,3.38115815782928,1
119,1.79668046386124,1
120,0.361404113903989,1
121,3.48146662815471,1
122,1.24328812514842,1
123,0.491377226967944,1
201,1.16149832236046,1
202,2.12329641473657,0.833333333333333
203,2.90642760862617,1
204,2.01968337737545,1
205,0.879411197226109,1
206,2.92875744221291,1
207,2.70094612325035,0.75
208,1.4803301969779,0.857142857142857
209,1.5278797043429,0.857142857142857
210,2.5770506513428,1
211,0.806073930185976,1
212,1.19151046481329,1
213,1.89170971745074,1
214,0.810844988754309,1
215,4.00959399105975,0.916666666666667
216,1.64633535165224,0.857142857142857
217,0.863023274434323,1
218,1.66437993897798,1
219,4.97294326009053,0.7
220,1.28570115151406,1
221,1.25911232853209,1
222,0.686507668682133,1
223,2.31030754634289,1
224,1.73784229464401,0.833333333333333
225,1.442637283013,1
226,1.76438431372319,1
227,1.53857139190386,1
228,0.809545122652638,1
229,1.72650370505587,1
230,2.54043932083704,1
231,1.36368432006167,1
232,1.78652904727235,1
233,4.33494682859583,0.692307692307692
234,1.85110506239565,1
235,0.779140145352713,1
236,1.81245344173854,0.833333333333333
237,1.18109047637132,1
238,2.19678054113771,1
239,1.20149591234701,1
240,2.33611827910673,1
241,1.74747074163559,0.857142857142857
242,2.65603904903349,1
243,1.86199062510508,0.833333333333333
244,1.3863969515225,1
245,3.38095998445489,1
246,1.32207100918784,1
247,3.35668966569864,0.833333333333333
248,3.63867195677696,0.875
249,1.27007045605493,1
250,2.47780180581788,1
251,1.46142939545628,1
252,1.11525875604938,1
253,2.27231243688268,0.888888888888889
254,0.557998554691628,1
255,1.84353418445713,1
256,2.25944088135485,1
257,0.771822509697214,1
258,1.02604903258577,1
259,0.254338104866772,1
260,2.36492958456639,1
261,2.95742752608927,0.857142857142857
262,1.09028028496286,1
263,1.49911566136701,0.857142857142857
264,1.92078994539343,1
265,1.72403720543684,1
266,1.73622553265742,1
267,2.29551514413693,1
268,1.09977585254036,1
269,0.674428139851688,1
270,1.73393722306907,1
301,1.46839990889554,1
302,4.30959512026577,0.666666666666667
303,1.71884505027772,1
304,1.56693054226994,1
305,6.33666773496185,0.428571428571429
306,3.06423021466811,0.8125
307,2.3654079607179,0.875
308,2.70875386301639,1
309,1.76733411329835,0.857142857142857
310,2.65144739546001,0.833333333333333
311,1.78630188314541,0.888888888888889
312,3.38423306543069,0.75
313,5.0735208446313,0.666666666666667
314,0.404815389431504,1
315,3.13174916012391,1
316,1.65758536422101,0.888888888888889
317,4.43125320431315,0.727272727272727
318,3.17357790633986,0.714285714285714
319,2.86012087175639,1
320,3.72993417578559,0.75
321,5.11764679872895,0.666666666666667
322,2.50432733969742,0.944444444444444
323,6.08385275821188,0.625
324,5.24699393903434,0.695652173913043
325,4.76209436046735,0.666666666666667
326,3.11970438991211,0.8
327,3.08826381855638,1
328,6.18342698719446,0.666666666666667
329,10.406690549344,0.533333333333333
330,6.81828440814067,0.4
331,2.03831883059553,1
332,2.74186144889374,0.875
333,5.04026240336178,0.75
334,1.26981568404747,0.916666666666667
335,4.85913333717129,0.8
336,1.25162854883773,1
337,1.36757796154353,0.909090909090909
338,7.49378782338182,0.45
339,1.01695388940234,1
340,0.699600221443689,1
401,0.518784822197129,1
402,0.195530084416301,1
403,0.855471357081849,1
404,0.744386435456229,1
405,1.72312336941862,0.857142857142857
406,1.74338376942304,0.857142857142857
407,0.507456037238157,1
408,1.18241762282917,1
409,2.45384038593098,1
410,5.66296054674095,0.666666666666667
411,1.36082515557618,1
412,0.351106931206188,1
413,1.77129407533409,1
414,0.502916293709713,1
415,3.81772127956322,0.870967741935484
416,0.445291482215638,1
417,1.04643617720934,1
418,0.884896085881673,1
419,0.368332309863295,1
420,1.30160062687405,1
421,0.822484442799409,1
422,2.6521876620457,1
423,0.644283312411486,1
424,0.616777997597327,1
425,0.397050732672495,1
426,0.332877841024466,1
427,1.505487136262,1
428,2.45652082734793,0.909090909090909
429,3.55253220778466,1
430,0.870555459911995,1
431,1.11042761116933,1
432,1.64024220587039,1
433,0.313623102516246,1
434,3.40569313180795,0.933333333333333
435,4.28250875362718,0.75
436,5.38736123305581,0.666666666666667
437,0.0741730715199011,1
501,7.52348630192038,0.666666666666667
502,9.90892831277283,0.75
503,1.91016940898882,1
504,5.28543197445277,0.777777777777778
505,21.0466170197787,0.416666666666667
506,9.96553417514892,0.6875
507,8.70015665879441,0.6
508,7.98625949578197,0.545454545454545
509,4.88968379217202,0.75
510,6.28231682535628,0.75
511,3.94398473846017,0.769230769230769
512,3.77082589819467,1
513,2.0183191172523,1
514,9.19534412983699,0.666666666666667
515,8.7517600331656,0.75
516,7.41977116835591,0.666666666666667
601,23.7863820168091,0.3
602,8.3300341818936,0.75
603,4.42185984704259,0.857142857142857
604,10.4617805318692,0.6
605,7.24527474649554,0.818181818181818
606,3.5940533517357,0.8
607,5.57006438499277,0.833333333333333
608,9.44411495777957,0.8
609,6.66087332188093,0.727272727272727
610,15.2392625288072,0.538461538461538
611,0.640020166693975,1
612,3.65688321134087,0.8
613,2.98308709127951,0.9
614,16.3272465320115,0.444444444444444
701,1.37900568158708,1
702,1.94941975262476,1
703,2.63151150279012,1
704,1.45229665597928,1
705,0.971351433643089,1
706,0.919566823760367,1
707,0.901751491188042,1
708,0.455757849266631,1
709,1.35590066815348,1
710,3.17882416920294,1
711,1.46988793327665,1
712,1.55519798100424,1
713,2.82164693900819,1
714,1.26429607536642,1
715,0.754801397738563,1
716,2.09588504939331,1
717,1.294157534648,1
718,1.22544170111363,1
719,1.05251474665143,1
720,1.77639783192502,1
721,2.50144235577833,1
722,1.60966677535797,1
801,2.83913524110805,0.833333333333333
802,2.41724419363051,1
803,1.42143748338938,0.875
804,2.12060338203113,0.875
805,6.31444375830348,0.714285714285714
806,4.44413245511629,0.6875
807,2.89797391644878,0.75
808,3.50478109124785,0.75
809,3.99074289335589,0.75
810,2.37542166664456,0.785714285714286
811,6.483464408567,0.625
812,1.79453477918223,1
813,12.6709276417118,0.5
814,1.769443608531,1
815,4.06293511779197,0.666666666666667
816,2.4526883448709,0.857142857142857
817,7.95769302400641,0.5
818,5.37068375174846,0.625
819,2.21105656748366,1
820,2.51291657803862,1
821,0.551468299703659,1
822,1.72368048182771,1
823,1.03457474112506,1
824,1.88817300380565,0.888888888888889
901,3.34686224057769,1
902,0.329832004311871,1
903,1.72872411224687,1
904,0.67079900596234,1
905,1.97030857470846,1
906,1.10246074117528,1
907,1.08944208247227,1
908,2.00356927442916,1
909,1.67974317282495,1
910,2.29546686530546,1
911,1.13659126852272,1
912,2.80887514898687,1
1001,4.44634305868603,0.833333333333333
1002,3.47647936372831,0.888888888888889
1003,0.370799452118258,1
1004,0.519073679414231,1
1005,5.6161923862185,0.8
1006,4.77711911835941,0.833333333333333
1007,2.10968600085719,0.875
1008,1.41669789744442,0.9
1009,4.79454930146185,0.75
1010,3.10058193199394,0.875
1011,0.360323661658316,1
1012,5.53188687206825,0.666666666666667
1013,4.12311066346289,0.75
1014,10.1130081499689,0.666666666666667
1015,7.66901132125831,0.75
1016,6.96029036971874,0.666666666666667
1017,3.92921463268965,0.666666666666667
1018,9.41174810844472,0.666666666666667
1019,3.08945952232481,0.909090909090909
1020,0.626635396980448,1
1021,6.35184114859318,0.666666666666667
1022,5.53615665054856,0.769230769230769
1023,0.278440681536355,1
1024,4.48140120946173,0.857142857142857
1025,4.22181640262899,0.857142857142857
1026,2.47999139446513,0.8
1101,4.58402081219269,0.666666666666667
1102,1.18099331213208,1
1103,2.56858913599815,1
1104,4.65700047322142,0.666666666666667
1105,5.39860606756668,0.5
1106,1.59881954979567,0.933333333333333
1107,1.43044994298059,1
1108,1.62101567456956,1
1111,1.4289542862141,1
1112,1.73711632090406,0.916666666666667
1113,2.96033361174086,0.923076923076923
1114,4.9866175460592,0.615384615384615
1201,7.1712555197583,0.428571428571429
1202,1.71583356862515,0.888888888888889
1203,2.6126591785798,0.857142857142857
1204,9.51053535291529,0.592592592592593
1205,8.27404169421967,0.51063829787234
1206,6.88836502266617,0.666666666666667
1207,6.34080397457806,0.7
1208,4.91416855455442,0.75
1209,9.58466290291792,0.529411764705882
1210,4.83656357763598,0.714285714285714
1211,4.02125754102494,0.8
1212,4.78850612019119,0.8
1213,7.66635630298635,0.611111111111111
1214,10.2684052443507,0.541666666666667
1215,8.90228476297951,0.6
1216,12.8753822548164,0.214285714285714
1217,9.0281485473656,0.541666666666667
1218,5.04600967155064,0.615384615384615
1219,8.34835768201125,0.6
1220,7.1593211854825,0.6
1221,7.01190291629761,0.6
1222,6.55991652868008,0.6
1223,8.55976017045532,0.625
1224,5.09020785621052,0.777777777777778
1225,7.90470676398246,0.45
1301,0.0572922897780345,1
1302,3.631793679868,0.666666666666667
1303,0.332655562433964,1
1304,3.33855848242128,0.75
1305,0.429986736739858,1
1306,1.03191501803181,1
1307,0.588457867675708,1
1308,1.06628730015336,1
1309,2.585181390134,0.909090909090909
1310,0.261005283803811,1
1311,1.30750013566752,1
1312,4.76112838929934,0.75
1313,1.8510411426837,1
1314,2.83364080497921,1
1315,6.97807741204951,0.5
1316,3.9091975862202,0.739130434782609
1317,2.92199224346292,0.75
1318,2.65122039736491,0.8125
1319,4.52710345644978,0.692307692307692
1320,0.0534444399444776,1
1321,6.70989460222747,0.6
1322,3.84148947610026,0.777777777777778
1323,1.05031887315512,1
1324,0.0369460537357209,1
1325,2.90990143899166,1
1326,6.84887877584199,0.611111111111111
1327,3.08843594779731,1
1328,6.15391984118355,0.6
1329,3.89850381252244,0.777777777777778
1330,6.25077509111539,0.642857142857143
1331,6.48618822521115,0.566666666666667
1332,3.28771369946312,0.818181818181818
1333,1.46861695413732,1
1334,1.00859966078632,1
1335,0.346421953818266,1
1336,1.22769483270034,1
1337,1.05419613501555,1
1338,1.00792957192373,1
1339,4.61437237687582,0.714285714285714
1340,2.61001984750271,1
1341,0.839448685964858,1
1342,2.73147303443552,0.857142857142857
1343,0.977201187490537,1
1344,1.14777277140625,1
1345,1.36296267139299,1
1346,0.152659536256816,1
1347,1.25329569269907,1
1348,1.07005101005507,1
1349,1.35640551033849,1
1350,3.66427280312787,0.8
1351,1.90286290173692,0.875
1352,1.3906765171549,1
1353,0.757214823655431,1
1401,3.28120311899653,0.75
1402,1.55651198312784,0.888888888888889
1403,3.20450284885237,0.714285714285714
1404,2.51711188296967,0.875
1405,2.72241788440206,0.777777777777778
1406,13.264629974453,0.5
1407,2.62218868877612,0.9
1408,4.42090177056368,0.75
1409,6.35269335752784,0.7
1410,1.74232967273436,0.833333333333333
1411,2.23941547351548,0.8
1412,3.73254053544415,0.727272727272727
1413,1.66827672291685,0.9
1414,6.18163409600411,0.714285714285714
1415,2.59031190766843,0.8
1416,1.73488509374243,1
1417,3.99021057966251,0.666666666666667
1418,7.18881822365645,0.666666666666667
1419,2.37888809036563,0.888888888888889
1420,4.64979844093373,0.8
1421,3.34499932192742,0.769230769230769
1422,4.40954739544111,0.722222222222222
1423,4.69527661772938,0.714285714285714
1424,6.85399547623462,0.555555555555556
1425,2.17427450008879,0.857142857142857
1426,4.14872479413385,0.833333333333333
1427,7.92896720075375,0.733333333333333
1428,5.75909802203636,0.8
1429,6.69788237427764,0.52
1430,4.19559049472885,0.75
1431,2.34468489333308,1
1432,7.63905434083444,0.642857142857143
1433,1.06160857337791,1
1434,2.70479651446504,0.857142857142857
1435,5.3977045656804,0.722222222222222
1436,6.51570410277891,0.75
1437,5.09614545875408,0.75
1438,11.6292825206923,0.636363636363636
1439,3.56178220272654,0.833333333333333
1501,1.34120486709412,1
1502,1.58662688802675,1
1503,1.93475450165302,1
1504,9.43698009460576,0.571428571428571
1505,9.28496286361046,0.580645161290323
1506,7.77097670329979,0.448275862068966
1507,9.78521494634886,0.48780487804878
1508,3.53342576841306,0.833333333333333
1509,1.16816022050384,1
1510,5.13231675279491,0.75
