"SSN","percent_crowded"
101,0.453322454863804
102,4.93500579894088
103,0.51474259245047
104,0.232726349466356
105,0.155793714138651
106,0.0352864356548684
107,2.21641106128318
108,0.202618135275683
109,0.173340300080411
110,0.220739440077185
111,0.586844163975782
112,0.157836727951676
113,1.52575250763153
114,0.184676413520098
115,0.0089725514735558
116,0.699746856573076
117,0.028850416315554
118,0.601484158406943
119,2.400015202863
120,0.00148831526620689
121,0.401097738229279
122,0.680306161923903
123,0.0318885452512729
201,0.057963795069701
202,0.00140587499471878
203,1.1360736037138
204,0.909829495822045
205,0.0898164170958405
206,1.02995968926594
207,0.038701869242886
208,0.113813592500754
209,0.099346451357746
210,0.653117270315057
211,0.840236937902812
212,0.914729726478694
213,0.990564776602661
214,0.000946767078122555
215,0.920278915847895
216,0.10822182151589
217,0.376228379030329
218,0.959699941294134
219,1.84723340021955
220,0.116558600297792
221,1.32312364585752
222,0.367249268379146
223,2.19947444074332
224,0.148576933557616
225,0.192896818420227
226,0.000154900527698956
227,0.000437824271958347
228,0.199264807648328
229,0.70666538108139
230,1.33645597361507
231,0.778352115712966
232,0.522337652577267
233,0.866478128499459
234,0.802914604398644
235,0.000693981171736392
236,0.483758136627831
237,0.646251150879363
238,0.49963546673493
239,0.559770019932309
240,0.000571110351951588
241,0.0720349321921095
242,0.21998542324166
243,0.247529306252883
244,0.171485608649606
245,2.10542035256234
246,0.170911806257036
247,0.777958020783957
248,0.361601144348292
249,0.719618103708603
250,1.10846707141092
251,0.369402393674794
252,0.338683441507305
253,0.0935350175804083
254,0.17734727801667
255,0.000105171439008823
256,0.519935676664529
257,0.239306099518165
258,0.000830295044219288
259,0.0593225311567947
260,0.740615309686421
261,0.672290582963962
262,0.101300378965724
263,0.467108957754609
264,0.000753130718558507
265,1.52655767023075
266,0.212302901918104
267,0.168091810397946
268,0.00153818746676857
269,0.302334935040565
270,0.0924749916171373
301,0.0511972156857959
302,0.992029011190891
303,0.14874619084759
304,0.216131727075384
305,1.24257021911452
306,0.633966444037178
307,0.0764875208837454
308,0.257259459419209
309,0.00631608251729797
