SSN,average_distance
101,0.591184919324948
102,0.565905519048228
103,0.494027423335533
104,0.731562379308845
105,0.552113919543463
106,0.336392450972019
107,2.52379595264385
108,1.16591439778985
109,1.65779253073319
110,0.504557877535133
111,1.47106965251993
112,3.19029018499758
113,1.15430016491583
114,1.25351314835025
115,0.038790511837491
116,0.442150196405847
117,0.990935106096924
118,1.71184056407371
119,1.21349559765921
120,0.175273904613427
121,1.17574410138322
122,0.644835992716584
123,0.30556107400574
201,0.400635114111923
202,0.356673132050067
203,0.698636202875573
204,0.231581237410571
205,0.25116238617381
206,0.819255486346654
207,0.302593573001646
208,0.181331918448094
209,0.0494881392868031
210,0.561573855314319
211,0.775050602483434
212,0.328030275080523
213,0.494523080649938
214,0.0785188030233106
215,0.48949113817012
216,0.0672804096570834
217,0.565604084206933
218,0.356586706213059
219,0.805552136872554
220,0.79744559653805
221,0.325038966014891
222,0.370470513784464
223,0.327866329099859
224,0.394010460594846
225,0.30948402777022
226,0.342461775277996
227,0.546267522136042
228,0.449040912601389
229,0.0774934468978935
230,0.32244801262521
231,0.517536395076728
232,0.465194346268722
233,0.713203934341048
234,0.695901833746407
235,0.415934588997301
236,0.376416912434157
237,0.151257853223982
238,0.575214469612743
239,0.699006985711885
240,0.630760045879121
241,0.358313313984295
242,1.49177969796203
243,0.69191348443875
244,0.141968745158679
245,0.486913642802494
246,0.42581534244449
247,1.03237566233905
248,0.825013965579244
249,0.36610276996815
250,0.416091797544789
251,0.728393805236836
252,0.389769443130245
253,0.773555575898938
254,0.372078215355962
255,0.495734491423592
256,0.381805856218666
257,0.517536361692394
258,0.274431741238482
259,0.0289772755991682
260,0.311183135491247
261,0.308839914101221
262,0.0766887393341201
263,0.0691802799357392
264,1.00265824741759
265,0.641153108208196
266,0.599134618595821
267,0.467493589788082
268,0.349640352529845
269,0.208503251399971
270,0.91154144521816
301,0.69342336555865
302,2.42766456764713
303,0.0682889584418466
304,0.303679302008207
305,2.92958505894671
306,1.22189143950352
307,0.828613052571437
308,1.06370292745119
309,0.8848559458795
310,0.979942572489564
311,0.199239332449805
312,1.80794817097868
313,0.773615978910821
314,0.0573153224119905
315,0.517647889411459
316,0.30088788693517
317,0.475128301374943
318,1.08237855317653
319,0.964436240878971
320,0.590496103515489
321,0.941195695897503
322,0.418830453857121
323,0.130729930392067
324,1.09379614637084
325,1.2911919360298
326,1.51197716567783
327,2.12007022439426
328,0.147939567345125
329,1.30958215920474
330,3.15258599394208
331,1.16675780759601
332,1.22377841098814
333,0.981764748986465
334,0.39348395673904
335,2.07469539744691
336,0.591360022245192
337,0.21356162411187
338,2.97446901009715
339,0.472913390443062
340,0.179666440235095
401,0.569085984165529
402,0.365911807359107
403,0.458623664887939
404,0.42287688276326
405,0.852502070467127
406,0.824027641984218
407,0.338775040939008
408,1.04393805174851
409,0.515758923113599
410,2.56395623585479
411,0.517931949197422
412,0.732024946769047
413,0.661644238405656
414,0.787308092392693
415,1.09007108315895
416,0.399890777951817
417,0.168595799245069
418,0.624206708955651
419,0.176607616743213
420,0.558129415953153
421,0.321748081776017
422,1.09392673623843
423,0.340911693991386
424,0.60419247826996
425,0.45831141493371
426,0.793138237698309
427,1.44489365652525
428,0.705601585970785
429,1.31505604656642
430,0.495910155703191
431,0.622147475635519
432,0.833959092674235
433,0.064770227835103
434,1.12645212885796
435,1.84439730941656
436,1.97249475197581
437,0.49412462608467
501,0.0494573729571744
502,0.183290459254749
503,0.0831185322200093
504,1.30271024221487
505,0.954521766026109
