"SSN","mental_hlth_dist"
101,0.376457623074608
102,0.508718745352835
103,0.507105290697432
104,1.32528124826601
105,0.614657078343778
106,0.238146784340859
107,1.16748981946967
108,0.488178503153028
109,1.17474068204615
110,0.67918005260171
111,0.889348375182401
112,1.29493050850587
113,1.16638159901023
114,0.512772493978532
115,0.0448915162623599
116,0.364650908801059
117,1.04681897057188
118,0.412686600349833
119,0.278837564604878
120,0.111506861529685
121,0.405021151042806
122,0.159164732862161
123,0.21565712000601
201,0.0697975838106173
202,0.413096466650061
203,0.203549915270198
204,0.0719871664700288
205,0.185797133357159
206,0.0650998584536764
207,0.196727430438134
208,0.0226851572507754
209,0.180221159229518
210,0.11988162751703
211,0.21570578860325
212,0.126997870024069
213,0.128447099632613
214,0.0709870035337193
215,0.29754334246777
216,0.156141904156175
217,0.194322108581568
218,0.0306453810006823
219,0.187937665329853
220,0.267577691259306
221,0.133154560798702
222,0.125653334662466
223,0.155324197561057
224,0.31121722589472
225,0.0813570776064485
226,0.123252950688679
227,0.122454432206902
228,0.117203237878591
229,0.0391357314821828
230,0.178411885008864
231,0.135761682652839
232,0.214537699548809
233,0.587133523122679
234,0.18944994096969
235,0.145253457786892
236,0.183310541207662
237,0.217789585506026
238,0.171134427708296
239,0.152867399644194
240,0.059083297731236
241,0.151961844566737
242,0.370556356182891
243,0.0514858001911055
244,0.110449150860618
245,0.101790831735183
246,0.189036541220648
247,0.298052659145692
248,0.222380538303526
249,0.0986770405120355
250,0.176879474513126
251,0.22316738115895
252,0.0558045306651819
253,0.202715023452602
254,0.0810924806606189
255,0.0495192461644014
256,0.203272460922701
257,0.0902401334895403
258,0.179665221901926
259,0.0237991223635192
260,0.110257816416023
261,0.321554526730703
262,0.0875100592717901
263,0.208265256226644
264,0.143127212173888
265,0.223578791487274
266,0.161492184368108
267,0.181504392236165
268,0.183856517021747
269,0.0282375968247601
270,0.184421680068997
301,0.855739534877264
302,0.485209612857526
303,0.0943226044491763
304,0.108638469396124
305,0.352317532426626
306,0.243487944108444
307,0.911718188584925
308,0.235566562054666
309,0.181182423058868
310,0.22408171911565
311,0.079776821184961
312,0.208593633263459
313,0.547741127237178
314,0.015655884019726
