"SSN","iso.a","iso.b","iso.h"
101,0.387418611610995,4.66976067958308,3.78591861078236
102,0.319631431411051,0.636779091461181,0.572199562001882
103,0.303229576967028,13.7133486955053,1.22498567730658
104,0.0576954982312034,0.406989161588024,0.437828827678016
105,0.791682912176567,0.556619528014501,1.14981945439504
106,0.989380031785414,0.646489549382708,4.6626384450209
107,0.096522639493177,0.285916068153668,0.350348951619838
108,0.372119062142073,1.66810850842733,0.789129539093119
109,0.286091174446481,0.128193499565571,1.00658655275273
110,0.241018293565968,7.59226654852342,5.54083513031069
111,0.245078572439909,0.583838411104962,0.393188399817
112,0.51057036183369,0.236372356066373,0.427600054681863
113,0.0327599829127176,0.11306907552633,0.282602041776292
114,0.331758030625741,2.11288398471415,1.55448162888239
115,1.05899431962121,5.32305348354566,0.996036471710365
116,0.0746183241110023,0.0943984978455794,0.60682132092639
117,1.63240367881522,0.822927254374243,1.36612243349667
118,0.118271423544651,0.069503444697555,0.728150654357278
119,0.3342410901393,0.594970214214328,0.600814927891647
120,7.04321236849763,13.8634912987808,3.25067849016647
121,0.111116939535679,0.175949903450605,0.199398186095621
122,0.418151960587021,2.8119003822151,0.903516915992817
123,7.88836357967907,9.3128695671883,23.5648737472211
201,0.463590110719948,0.217175651468498,0.814358094101222
202,6.18864181765079,0.116813809553325,0.961970004080418
203,0.65826153032258,2.70293974798691,0.649937347398037
204,0.782245794284832,0.598565948155921,1.68285251380004
205,1.74125142150998,2.81460771591835,2.73908653990157
206,0.86543044582055,0.0879381196150142,1.52293534771131
207,0.82666048251191,0.0928973717017555,1.06781742176363
208,1.17320219623241,1.53604798270744,1.13136963608521
209,1.9054248422531,22.6747750460738,0.672234447910924
210,1.17443284254455,0.153964333955779,0.585085808685405
211,0.449773518443958,2.05744537391308,0.927300641568461
212,1.51971526775956,0.155910588812605,0.991432270128121
213,0.873509607206971,0.116237985420129,3.06061756949332
214,1.74271572029641,0.914558278793902,0.650074449433837
215,1.7687454764447,0.74576857262843,0.481760584611445
216,1.7192442598838,2.02551601086074,0.95698675102582
217,0.417848527819851,3.41196084845951,2.27632179919891
218,1.37073074138301,0.142158290567591,2.33334609131579
219,1.01359712076256,0.28266960744831,0.549046114027391
220,0.341056695546389,0.271583721881041,0.385288836464848
221,0.480744839317153,0.361956288491737,1.7551759699698
222,0.642811952605703,0.331386460695982,1.23766934993403
223,0.719953991852804,0.299776751898767,0.875166828640017
224,1.63302236579479,0.0556461130811352,1.14787112989965
225,0.376715347831299,0.670871555410601,2.49017084273716
226,1.56536018063528,0.182052247283375,4.72459025549851
227,0.479865051733328,0.144221757601752,1.01576045312913
228,1.92487432399512,1.13794594405576,0.733681774434714
229,2.36999955001232,3.27843339607663,2.02394582155983
230,0.460804031424476,0.133789636070104,1.04694319847681
231,0.477441504728992,0.464017551713692,0.852622445825005
232,0.798987680116099,0.63375235472974,0.852047813091028
233,0.276963219883991,0.0706758058729917,0.245541686736833
234,1.09603551063531,2.04726255702344,0.570196662482926
235,1.46346666420749,0.0234221456688299,0.213537876785368
236,0.287982594601544,0.103939186104527,0.458026845322223
237,2.84961185788046,1.77204671669228,3.06293204742648
238,0.577227083399609,0.153662881818425,0.595194489840548
239,0.295672465389685,0.728940705208405,1.18049685522618
240,1.38990073431743,0.0379359043634187,0.290297348376789
241,1.61811799211536,0.398762120661248,0.438196640704476
242,0.470330792598328,0.830215629362741,0.93469605359151
243,1.00006407374064,0.0503224588816597,0.498148745383678
244,1.87954728848064,0.306020379203417,2.43191699323327
245,0.972655278372815,0.0942616768115935,0.813355783252967
246,0.520809826232308,0.199104972332547,0.679214745472066
247,0.657569966685087,0.203136465918817,0.279066271612816
248,0.608332018880451,0.31283182221513,0.3739966446559
249,1.50730159421677,0.472811226297796,2.85578827478342
250,1.13473516454887,0.80670652634213,1.38428979862877
251,0.469827946005803,0.078989235651575,0.420081454824515
252,0.961247336584977,2.37180051152073,1.76469722452513
253,1.23701402566714,0.557688880436847,2.3231434321657
254,1.86880216030967,0.534182574395536,1.87234631355129
255,1.55823977541645,0.321467257987763,0.364714076007548
256,0.684912380004797,0.371105274223419,1.12717330356834
257,0.628122946176893,0.215255152366101,2.00736713840337
258,0.673179142777853,0.213820411406178,1.72220285565403
259,13.6878014409484,13.4370697208493,12.6872844668873
260,0.979618401211913,0.722618679158539,1.25540604195853
261,0.699682782296161,2.09596966098582,1.45386185707362
