SSN,average_d_adultEd
101,10.3912632660919
102,28.6294951592003
103,19.411927391606
104,6.82947569678941
105,2.5488136484492
106,1.04496484805889
107,7.90860719675618
108,8.49656545005371
109,5.10583039861412
110,2.94058084477738
111,14.7006728887381
112,10.2663399549994
113,9.14065196844514
114,14.5948391268149
115,0.998050467134196
116,27.6506028420673
117,3.86389987789314
118,20.9883988512235
119,14.1264501697248
120,1.67632305812902
121,14.9419491508903
122,18.4811053497548
123,0.937521520995137
201,1.1917617986358
202,1.93938014993959
203,2.78146784918192
204,1.2890546625426
205,0.331138931206428
206,0.61542352002515
207,2.83253735952257
208,1.35073740368132
209,1.49311955962899
210,2.73392140402508
211,1.1114373230752
212,0.929952174745277
213,0.529053700126775
214,0.88892134713928
215,2.56964860363741
216,0.900511217536392
217,1.13002140528817
218,0.206125935525133
219,1.74932699142515
220,1.24216259981651
221,1.45509108347026
222,0.78617478639607
223,2.18156634257218
224,1.86607299189955
225,1.20686810174437
226,1.92671451253805
227,1.65188861611646
228,0.869750005644147
229,0.713643816519163
230,0.975727473416692
231,1.53909803925789
232,1.89419148683873
233,4.35172064279784
234,2.15317355468041
235,0.811950017548232
236,1.89483305988138
237,0.495651105634286
238,2.44837570986834
239,1.86582628615738
240,2.47671614648243
241,1.86173362929702
242,2.55483789309938
243,1.97985031722034
244,1.54609575047607
245,0.993684678153
246,1.52773450594482
247,3.5424040900625
248,3.69270438632802
249,0.251708994006731
250,0.97603222320226
251,1.59243840857482
252,1.26628855573014
253,2.42689749593995
254,0.670827663563945
255,1.95201304104987
256,1.83831203971381
257,0.950777343789963
258,1.07638596600642
259,0.154525046892373
260,1.71566815889575
261,2.35021616276429
262,0.678033919171479
263,1.54411300151401
264,2.00672618272152
265,1.84692635421556
266,1.89942690713229
267,2.49818397085367
268,1.16537507554961
269,0.562926881873454
270,1.73662409899652
301,1.85971642557027
302,5.14640878953507
303,1.36697970060375
304,1.21787859008536
305,7.42530376034782
306,3.48523504859289
307,1.74476416870686
308,5.23295775009241
309,2.50999064042722
310,4.50637930493366
311,1.79505271577888
312,4.08335325373368
313,6.36110722580339
314,0.353766056425391
315,3.52198702707759
316,2.12855886525979
317,5.10419649017109
318,3.06480812860481
319,5.98690255921568
320,4.26574123300968
321,5.62827464336402
322,4.3550171638021
323,6.26502830023736
324,7.77170861454545
325,4.22500932081743
326,2.61639809173481
327,6.57121477953774
328,5.92296548463148
329,9.55556636847863
330,11.1547940421015
331,4.0450823162521
332,2.66757549252333
333,5.50122438712168
334,1.20803064224068
335,4.99130258242212
336,1.57551575235898
337,1.46522930643615
338,9.16445297042232
339,1.27049428563108
340,0.626143825044026
401,1.85560210596956
402,0.957486562793981
403,1.45706149159492
404,1.27527420765134
405,1.44471581816672
406,1.58319569591694
407,1.20251879803741
408,6.00359715439435
409,4.45686766018165
410,4.55825557617078
411,1.07124572319049
412,2.4048702963614
413,1.78022800864329
414,2.08177491937916
415,2.30164602006221
416,1.79059810866275
417,2.49495819509187
418,2.06155275803409
419,0.319594964879167
420,1.09508749254765
421,1.25681636976252
422,2.20952818040512
423,0.82429871436398
424,1.94368452325905
425,1.2335477046371
426,2.28844492781851
427,4.76733844062325
428,1.69679815642541
429,2.63721674273523
430,1.00625843372457
431,1.19896039372837
432,1.48001268387581
433,0.631942972224827
434,3.7911794909352
435,3.76618785680495
436,3.81778173654001
437,1.70720860884362
501,16.0133775727609
502,15.3512034569677
503,2.82691068656544
504,9.97466667256256
505,31.9312783612107
506,17.0895539226689
507,15.2456484408502
508,28.1241777225703
509,11.9259450688046
510,12.0803624510382
511,10.0661331372566
512,5.58188677021658
513,3.52527752809837
514,15.9482000736558
515,14.775479105751
516,14.0003346330457
601,17.9188614880392
602,8.95181535599043
603,3.22726585263954
604,9.90874802026284
605,5.70254381204475
606,2.78903280689525
607,4.20600326634715
608,7.72524820460535
609,8.20029918456282
610,12.8292996183354
611,0.483301526097247
612,2.83723311166644
613,2.13176919542402
614,12.2957834926462
701,2.93749069450141
702,3.94961954838838
703,2.56827445072337
704,1.31352750266597
705,5.64907741521666
706,1.05579164188505
707,0.810949151619628
708,0.90600104917517
709,6.5435910881846
710,4.76499502925511
711,4.60397557397243
712,3.19765834056728
713,3.96564093681771
714,7.48458116884171
715,0.675781483562078
716,2.69265453256975
717,4.7571649940781
718,1.47555942044712
719,3.59927034171184
720,1.91475044802837
721,2.37210454966971
722,3.63705317975905
801,1.52130328793685
802,0.842668822851499
803,0.767170994988483
804,1.0836542410837
805,4.12911115835128
806,1.84983577884425
807,2.28143225248375
808,1.63715486020132
809,3.06373823588499
810,0.677434231082972
811,4.03863363133314
812,2.00491470324468
813,8.83040438557279
814,1.36943230063103
815,1.32919450254169
816,1.37407682880247
817,5.14398199336368
818,2.07110871427276
819,0.315043494251549
820,1.82060911368319
821,0.91308211246313
822,1.08939189708975
823,0.314056348175511
824,1.22672378716432
901,7.92492378097921
902,2.05020402425146
903,0.376242647770838
904,3.29476507170695
905,3.55883982333196
906,5.29192970138405
907,3.22659300962596
908,0.493793789547675
909,1.30547392250013
910,1.88434628488093
911,0.740324772546154
912,0.846432848781691
1001,4.7991618816795
1002,3.2489873388003
1003,0.347419776053536
1004,0.339241389312949
1005,5.13444863873158
1006,3.951043773692
1007,2.41874686150509
1008,1.5293822963424
1009,5.09969012446512
1010,3.29584416643034
1011,0.40374645661395
1012,4.32398447486334
1013,3.22306111434709
1014,8.27848937461497
1015,8.31636949288115
1016,7.80098089891238
1017,4.89621896682405
1018,7.50499770117169
1019,2.025547887584
1020,0.676610357434225
1021,6.68665433035406
1022,4.25201695533683
1023,0.319245160638258
1024,2.77282807883478
1025,4.14857447503212
1026,3.02222378471315
1101,3.22862816088555
1102,2.27648027123747
1103,1.095995778041
1104,3.3075004922052
1105,5.55553999519952
1106,1.83286433014069
1107,1.11833619104922
1108,1.94368654402368
1111,2.11656226967656
1112,1.02699835683142
1113,1.9050611225834
1114,4.10598491158462
1201,3.34710200666846
1202,1.2833629502173
1203,1.01008397480536
1204,2.07236642319859
1205,2.33344921001983
1206,2.48394178475893
1207,0.475325314655806
1208,2.36146217837687
1209,3.40814865191339
1210,1.51586514126748
1211,1.28032690823769
1212,0.5649691880484
1213,4.33860043614039
1214,0.40150726542588
1215,1.22864894072659
1216,0.677858401530078
1217,2.13747213973745
1218,3.80898037000925
1219,1.7224171917792
1220,0.739153150641162
1221,3.16811398279573
1222,2.75985711225082
1223,1.79370498942366
1224,1.5638709145078
1225,2.42783427953025
1301,1.03328576252208
1302,2.38558109460058
1303,13.3848105633094
1304,3.57913970198126
1305,4.45459506540902
1306,8.22621983953828
1307,4.93574978676878
1308,3.6096898902213
1309,4.43282569718078
1310,4.7680027732594
1311,4.54630603446294
1312,3.51216954401115
1313,3.13850354883108
1314,7.28118906782573
1315,8.56726565002144
1316,4.88095953745197
1317,3.92019996992264
1318,1.88979986325684
1319,9.3197398825079
1320,1.11224288915577
1321,2.99178940348814
1322,1.4509486783916
1323,2.39870035520549
1324,0.683889994983831
