"SSN","num_households_20yrs","percent_renters"
101,3011.11262277096,0.00158468724971099
101,3011.11262277096,7.84593090526181e-05
101,3011.11262277096,0.000558593221557743
101,3011.11262277096,4.92085038203337e-05
101,3011.11262277096,0.000181643576246718
101,3011.11262277096,0.358963297034109
101,3011.11262277096,0.079801100570551
101,3011.11262277096,0.00112227685190946
102,5956.10956810785,0.67240721870611
102,5956.10956810785,0.790259230164965
102,5956.10956810785,0.574857142857143
102,5956.10956810785,0.00110568434114403
102,5956.10956810785,0.49807684906566
102,5956.10956810785,0.00452969315120784
102,5956.10956810785,0.66934835076428
102,5956.10956810785,0.00061737450784714
102,5956.10956810785,0.44084046021481
102,5956.10956810785,0.000672113193937582
102,5956.10956810785,0.895408163265306
102,5956.10956810785,0.913961238562367
102,5956.10956810785,0.919911012235818
102,5956.10956810785,0.76129946773303
102,5956.10956810785,0.606153846153846
102,5956.10956810785,0.79607005538409
102,5956.10956810785,0.000667898284367203
102,5956.10956810785,0.000105194802205097
102,5956.10956810785,0.00191318574379709
102,5956.10956810785,0.707671957671958
102,5956.10956810785,0.943734015345269
102,5956.10956810785,0.000428441386324353
102,5956.10956810785,0.00285340025927599
103,3255.83554300998,0.263341067285383
103,3255.83554300998,0.000612022675529016
103,3255.83554300998,0.0429255133012868
103,3255.83554300998,0.270095995328574
103,3255.83554300998,0.162633094997823
103,3255.83554300998,0.478891820580475
103,3255.83554300998,0.00454704873045066
103,3255.83554300998,0.0110808237312306
103,3255.83554300998,3.80649795008821e-06
103,3255.83554300998,0.000730912806972899
104,1117.61621788143,4.96613398248261e-05
104,1117.61621788143,0.46593558960711
104,1117.61621788143,6.69620041050554e-05
105,3035.00789868539,3.67058721658792e-05
105,3035.00789868539,5.62725529878832e-07
105,3035.00789868539,0.000486500006526251
105,3035.00789868539,0.000306438331317227
105,3035.00789868539,0.161795053213512
105,3035.00789868539,2.5322859842155e-05
105,3035.00789868539,0.000218621203697241
105,3035.00789868539,2.30279396209262e-05
105,3035.00789868539,8.94547864233904e-07
106,223.867540713221,3.31397918956895e-06
106,223.867540713221,8.44118551979315e-05
106,223.867540713221,0.0115945086977087
106,223.867540713221,0.000127779189185718
107,777.793088696664,3.48249031239996e-05
107,777.793088696664,1.89138054713023e-05
107,777.793088696664,0.00177970917302375
107,777.793088696664,0.473794583271481
108,12577.4164767322,0.108151727162206
108,12577.4164767322,0.00394781984060291
108,12577.4164767322,0.000916531751931818
108,12577.4164767322,0.00013758718533986
108,12577.4164767322,0.0197863374977073
108,12577.4164767322,0.0827117171470685
108,12577.4164767322,0.0448926148714915
108,12577.4164767322,0.166928165581474
108,12577.4164767322,0.0108494684379685
108,12577.4164767322,0.000840870922979963
108,12577.4164767322,0.291824498586165
108,12577.4164767322,0.0003342154163555
108,12577.4164767322,9.83843182440285e-06
108,12577.4164767322,4.31146713605028e-06
108,12577.4164767322,0.000271503029619494
108,12577.4164767322,7.24007489762737e-05
108,12577.4164767322,0.000289310405024108
108,12577.4164767322,9.02645198716456e-05
108,12577.4164767322,0.00528952881609945
108,12577.4164767322,0.000261574993462633
108,12577.4164767322,0.00158559288419476
108,12577.4164767322,0.00237223909332677
108,12577.4164767322,0.00119511469813111
108,12577.4164767322,0.00642268304381741
108,12577.4164767322,0.24250872588304
108,12577.4164767322,0.000823529531053831
108,12577.4164767322,1.22223781640769e-05
108,12577.4164767322,1.02643990972083e-05
108,12577.4164767322,0.000211248221797022
108,12577.4164767322,0.000697002314394147
108,12577.4164767322,0.077356192408458
108,12577.4164767322,0.000137643035926173
108,12577.4164767322,NA
108,12577.4164767322,0.0333202356067505
108,12577.4164767322,0.127704442745694
109,1372.31708223513,5.82784125556522e-05
