"SSN","avg_min_dist","prop_under_10mi"
101,0.204087070977584,1
102,0.367570197590416,1
103,1.37217447935689,1
104,1.40403475750371,1
105,0.707172595849968,1
106,0.199691788484064,1
107,1.34754884564469,1
108,0.727033461118148,1
109,0.970092846051971,1
110,0.666896277108527,1
111,0.882003128913067,1
112,1.09854051459487,1
113,1.09601084553374,1
114,1.39433805011503,1
115,0.0959310589305811,1
116,2.01225296209702,1
117,0.752907738766889,1
118,0.953816541571145,1
119,0.379449261440802,1
120,0.200622739624395,1
121,2.21917019069203,1
122,0.628183298659388,1
123,0.177229993584921,1
201,0.239500348175513,1
202,0.708651236706872,1
203,0.435775790265204,1
204,0.199883499632905,1
205,0.343700451655072,1
206,0.241983708184864,1
207,0.751549269794697,1
208,0.268641495780395,1
209,0.329255523114938,1
210,0.147351416006155,1
211,0.602352307135624,1
212,0.393552101552749,1
213,0.313514366021532,1
214,0.120082965358057,1
215,0.323457492165334,1
216,0.23406320879802,1
217,0.406973693251037,1
218,0.175654285518782,1
219,0.419165816239885,1
220,0.621603318851796,1
221,0.511327540029855,1
222,0.233556444688276,1
223,0.253521564524821,1
224,0.478551776501185,1
225,0.478990746266731,1
226,0.321800972811917,1
227,0.264073399718944,1
228,0.356207732402913,1
229,0.238988277238846,1
230,0.573253492570695,1
231,0.58125855044465,1
232,0.862969664178703,1
233,0.881170808763167,1
234,0.394747934003483,1
235,0.486163646718196,1
236,0.67006815152512,1
237,0.390779059562229,1
238,0.406832236841524,1
239,0.478431652511351,1
240,0.918511347855643,1
241,0.645644517843103,1
242,0.910371129223853,1
243,0.532037938996036,1
244,0.324072241297185,1
245,0.484177440242987,1
246,0.162877748424672,1
247,1.07164447296957,1
248,0.283325978831369,1
249,0.128382890374291,1
250,0.481060652590576,1
251,0.687206006666488,1
252,0.189378520047162,1
253,0.509451592479392,1
254,0.209801347006566,1
255,0.724138103290589,1
256,0.853740534550378,1
257,0.483600422061702,1
258,0.353075223019133,1
259,0.0603921183910497,1
260,0.238427052665585,1
261,0.532962736582715,1
262,0.197826749221273,1
263,0.199416738283504,1
264,0.887741092674364,1
265,0.463182275750419,1
266,0.377543546601585,1
267,0.158240999484587,1
268,0.345371882166442,1
269,0.278997329941016,1
270,1.08602035843031,1
301,0.798786259453905,1
302,1.13178718519664,1
303,1.20671357400949,1
304,1.05055538236906,1
305,0.331819356682883,1
306,0.515307637323852,1
307,1.11579683681163,1
308,0.438768083107638,1
309,0.711330274654858,1
310,0.791454204069817,1
311,0.197905536244663,1
312,0.794359253129764,1
313,0.895865359852081,1
314,0.317925240906218,1
315,1.61611488371462,1
316,0.297244083632248,1
317,0.492044363580382,1
318,1.6975234032003,1
319,0.751854911706687,1
320,0.469059542141266,1
321,0.404958367426368,1
322,0.286561859035407,1
323,0.107428806715778,1
324,1.31895281400174,1
325,0.528232855834456,1
326,0.886041389819689,1
327,0.695673061797731,1
328,0.44393553426541,1
329,2.03478600868252,1
330,2.57279549689535,1
331,0.404360686981326,1
332,1.02023583458047,1
333,1.12168256149695,1
334,0.353668757348887,1
335,1.8493782648944,1
336,0.675189755039291,1
337,0.0685107685282714,1
338,1.8627841619224,1
339,0.544942579930808,1
340,0.0433381541297164,1
401,0.43545144183262,1
402,0.223967400346027,1
403,0.518316355360374,1
404,0.644328532574431,1
405,0.0482299764385022,1
406,0.154633327131856,1
407,0.292206383833792,1
