"SSN","municipality","pct_h_den_res","pct_res_urb","pct_com_urb","pct_ind_urb","med_walk_score","mean_walk_scre","bike_path_ft_p_mile","bikes_ft_p_mile","multiunit_struct","no_vehicle","public_transit","ams_bus","res_vac","bus_vac","avg_vac_r","avg_vac_b","occupancy_rate","vacancy_rate","mobile_home_rate","average_d_naloxone","average_d_syringe","ndvi","average_d_adultEd","cultural_dist","syr_prop_under_10mi","avg_MOUD_min_dist","MOUD_prop_under_10mi","avg_SUT_min_dist","SUT_prop_under_10mi","income_per_capita","employment_per_capita","mental_hlth_dist","avg_vol_opp","percent_SNAP","avg_prop_tax","num_households_20yrs","percent_renter","percent_crowded","iso.a","iso.b","iso.h","median_rent","median_home_value","percent_housing_cost_burdened","expenditure_sum","bars_ls_per_km2","forclosure_rate_pop","foreclosure_rate_mortgage","popDensity","HSgradrate","vlntCr","geogValue","geogName","pct_res_tot","pct_com_tot","pct_ind_tot","prop_under_10mi","p2015","p2016","p2017","p2018","allyears","deathCt","deathCt2015","deathCt2016","deathCt2017","deathCt2018","pop2016","area"
101,"absecon city",0.0675006515506907,0.700693937180424,0.116995373752131,0.0157657657657658,29,26.0588235294118,1067.41411967272,836.664052693912,608.847186800613,218.449577566691,141.09294079415,602.00228249107,66.7632085788557,44.5874265232365,2049.43663912386,3442.71029933572,0.881430602969358,0.118569397030642,0.00867575203317418,0.292949413741979,1.40387898510272,0.478287703280979,10.3912632660919,0.591184919324948,1,0.932949308026756,1,0.204087070977584,1,8035.30128741524,0.138977388469422,0.376457623074608,0,5.5,2.86,3011.11262277096,2.43244608733313,0.453322454863804,0.387418611610995,4.66976067958308,3.78591861078236,1294,172950,49.5,3552,0.0248067859202028,0.0113057077112174,0.0440102033576292,1534,32,1.2,2,"suburban",0.248773529856714,0.0415378963065419,0.00559745845129779,1,0,100.357236355195,80.2857890841562,60.2143418131171,240.857367252468,12,0,5,4,3,8139.4345873338,201556350.582735
102,"atlantic city",0.982735426008969,0.326059143911979,0.306685674598823,0.00910187520561465,61.5,56.5909090909091,446.404242167326,0,13484.3361491413,6547.55684794069,3698.55166159029,2254.40239121492,820.929352594153,110.941380434581,27133.9166132478,23546.693466075,0.759435363318655,0.240564636681345,0.00213564822863546,0.410166354176349,0.725342001079877,0.293692125291091,28.6294951592003,0.565905519048228,1,0.487209573833614,1,0.367570197590416,1,11920.372485482,0.311125409708623,0.508718745352835,1,31,3.31,5956.10956810785,13.0195684483079,4.93500579894088,0.319631431411051,0.636779091461181,0.572199562001882,993,174100,57.4,83342,0.171400247203722,0.00916460320187624,0.0753695690066151,3575,2,15.9,1,"urban",0.0876296762024521,0.0824229801949072,0.00244616472807293,1,39.8838077376415,83.7559962490471,119.651423212924,139.593327081745,382.884554281358,96,10,21,30,35,38396.8803940299,443406679.300128
103,"brigantine city",0.658234338945389,0.836741990846682,0.0764445080091533,0,28,30,0,0,3173.12875677391,388.058405542987,315.512626827774,350.741625853773,891.754115434387,17.2876512803366,5203.86248673188,4879.15616824387,0.438098582938389,0.561901417061611,0.000920891088362552,0.442488384921296,1.38862215049442,0.318956895815093,19.411927391606,0.494027423335533,1,0.173526558192733,1,1.37217447935689,1,17587.3255722575,0.219987249185482,0.507105290697432,0,8.2,1.65,3255.83554300998,4.37310210381539,0.51474259245047,0.303229576967028,13.7133486955053,1.22498567730658,1155,240400,45.3,10451,0.0335078973465037,0.00435956862918288,0.0315239980055466,1403,22,0.6,2,"suburban",0.170787599252686,0.0156031060252219,0,1,35.5584125730519,53.3376188595778,71.1168251461038,53.3376188595778,213.350475438311,12,2,3,4,3,9166.29959567837,298431649.659342
104,"buena boro",0.0177579365079365,0.714792228052758,0.0912636505460218,0.0358105233300241,1.5,6.66666666666667,0,0,609.641065061758,271.002142565209,30.9272272183968,177.418578791372,0,0,0,0,0.941426038776184,0.058573961223816,9.0317590786843e-05,1.0622831371387,9.20704270591899,0.532303381990132,6.82947569678941,0.731562379308845,0.666666666666667,2.90927658531463,1,1.40403475750371,1,9749.63371517018,0.178788311809057,1.32528124826601,0,13,3.11,1117.61621788143,0.726619760217234,0.232726349466356,0.0576954982312034,0.406989161588024,0.437828827678016,1296,187500,43.3,1054,0.0615872615733977,0.00950234003993591,0.0627692739570931,584,2,2.6,3,"rural",0.208015188410582,0.0265590820917083,0.0104213958479508,1,73.8342109024322,73.8342109024322,36.9171054512161,73.8342109024322,258.419738158513,7,2,2,1,2,4409.76876152623,211082170.227247
105,"buena vista twp",0.0360077420297265,0.688984500805153,0.0490388486312399,0.0449627616747182,3,5.53846153846154,0,0,1.23288424532426,101.542932063759,91.1254246297223,93.8863759054078,0.034410224880583,0.00518943409111069,1.40464636605775,0.455110625886647,0.858740466625273,0.141259533374727,0.107781561339771,0.480498436923694,2.9887868970794,0.640182868109809,2.5488136484492,0.552113919543463,0.888888888888889,0.628653289206771,1,0.707172595849968,1,3129.21215801121,0.0595176843981143,0.614657078343778,0,7.2,2.46,3035.00789868539,1.51683979819797,0.155793714138651,0.791682912176567,0.556619528014501,1.14981945439504,1125,186200,36.5,123,0.00603949523299018,0.0147861748251398,0.0665970131130043,181,5,1.6,3,"rural",0.102913431399815,0.00732491976037102,0.00671607573718985,1,20.6761129959607,62.0283389878821,82.7044519838428,103.380564979804,268.789468947489,13,1,3,4,5,7377.55592887632,1159039111.84288
106,"corbin city",0,0.732101616628175,0.100846805234796,0.0207852193995381,0,3.2,0,0,5.91906504489599,6.00852477209789,0.948063367207622,9.03328698641517,0.233711300974756,0.116855650487378,24.9486813790552,9.81587464093975,0.916126170716727,0.083873829283273,0.197952289294921,0.184559342931477,0.545475989688689,0.567856465076265,1.04496484805889,0.336392450972019,1,0.39440460414904,1,0.199691788484064,1,1133.89456923537,0.016881335832816,0.238146784340859,0,9.6,1.75,223.867540713221,0.462243548284392,0.0352864356548684,0.989380031785414,0.646489549382708,4.6626384450209,1481.5,244250,35.6,3614,0.0119938551441535,0.00865655910438266,0.042654842917188,65,30,0,3,"rural",0.0331237700492851,0.00456279061667334,0.000940422493512826,1,0,0,275.272798517449,550.545597034898,825.818395552348,3,0,0,1,2,586.198804782233,250127945.660614
107,"egg harbor city",0.0269302880518152,0.555639738611611,0.142721848659911,0.0429964958802917,3,25.4285714285714,346.143536120935,90.7734233277989,539.228627851536,146.409919972617,54.4248746933296,234.848502540218,83.5926170662929,29.1567425711966,753.938551410808,947.335828815377,0.862691913478487,0.137308086521513,8.02605691350561e-05,0.891275256409103,4.07193488283184,0.707151844443044,7.90860719675618,2.52379595264385,0.75,2.8477204599225,0.916666666666667,1.34754884564469,1,5437.07601959264,0.138352456889518,1.16748981946967,1,15,4.25,777.793088696664,0.997261934452644,2.21641106128318,0.096522639493177,0.285916068153668,0.350348951619838,1342,227650,33.3,10849,0.0439499119058295,0.0155661684912329,0.0638113939734459,382,6,4.2,3,"rural",0.0804922553471717,0.0206752733608638,0.00622864904169353,1,38.9936699214088,77.9873398428177,116.981009764227,194.968349607044,428.930369135497,11,1,2,3,5,4081.2071696845,318545111.188659
108,"egg harbor twp",0.0619657557665501,0.520992627915262,0.0801200361752857,0.0282276850557702,18,22.0701754385965,439.036896821636,428.541060406641,2546.66904779023,512.350662429,264.16365065031,1244.02388313037,119.305693981357,8.78971619496799,4213.23036390299,4526.23641855615,0.849480894917834,0.150519105082166,0.0928851190447802,0.399012744116108,2.06702124895849,0.582609439958845,8.49656545005371,1.16591439778985,0.914285714285714,0.376919628653178,1,0.727033461118148,1,7670.29357846967,0.136938975758389,0.488178503153028,0,9.8,2.84,12577.4164767322,NA,0.202618135275683,0.372119062142073,1.66810850842733,0.789129539093119,1348,218100,43.2,116008,0.014721169436036,0.0113957352496491,0.0483570908229916,650,20,1.7,2,"suburban",0.157297467254689,0.0241897449051358,0.00852246870268168,1,19.7773600956111,46.1471735564258,59.3320802868332,69.2207603346387,194.477374273509,59,6,14,18,21,46071.9754554309,2105826336.20255
109,"estell manor city",9.31532370749884e-05,0.715428190603132,0.0173275574808397,0.00146617794068644,0,2.28571428571429,795.726748189629,0,36.2528242574246,36.789981980798,5.85206178448832,52.1217190251043,1.44100592678997,0.720502963394983,153.827382684829,60.5222489251786,0.918251627181148,0.0817483728188514,0.196811365978841,0.908877631365255,2.67176698984025,0.718746851439576,5.10583039861412,1.65779253073319,0.8,2.02071378974113,1,0.970092846051971,1,5546.10505807443,0.0825634873450154,1.17474068204615,0,4.3,2.2,1372.31708223513,0.540592988984093,0.173340300080411,0.286091174446481,0.128193499565571,1.00658655275273,1429,198400,40,10892,0.00064997532426458,0.00861396746146187,0.042828110365701,32,26,0.6,3,"rural",0.0303938889455147,0.000736135177068823,6.22883611365927e-05,1,0,0,0,0,0,0,0,0,0,0,3598.12028586055,1538516579.41751
110,"folsom boro",0,0.602179836512262,0.0861454621672605,0.0640326975476839,2,2.57142857142857,0,0,28.5191505245282,22.6758827671546,0.233918457900362,66.4093650178624,0.129611021929595,0.065107902139833,9.9716157875922,12.5873200489958,0.963673396082707,0.0363266039172933,0.000287461831886003,0.679092463105679,3.73692127554911,0.642353404017857,2.94058084477738,0.504557877535133,0.857142857142857,0.749255717523628,1,0.666896277108527,1,4956.92727557857,0.0839277023407492,0.67918005260171,0,12,1.91,974.321045410465,1.13370380444225,0.220739440077185,0.241018293565968,7.59226654852342,5.54083513031069,1159,219700,36.8,29276,0.0168616511812741,0.0162758081371298,0.0596800152833584,221,24,1.6,3,"rural",0.105510567582952,0.0150939238693329,0.0112194494941148,1,0,0,85.8589654015193,0,85.8589654015193,1,0,0,1,0,1796.90371780858,237223717.601376
