"Place.Name","SSN","area.x","municipality","HDensRes","resUrb","comUrb","indUrb","allPaths","multiunit","noVehicle","pubTransit","avgVacBiz","occRate","mblHomePct","naloxDist","syrngDist","ndvi","adultEdDst","cultrDist","syrngProp","moudDist","moudProp","sutDist","sutProp","incPerCap","empPerCap","mentHlDist","voluntrOp","snapP","avgPropTax","house20Yr","rentPct","crowdedPct","isoAsian","isoBlack","isoHisp","medRent","medHValue","burdenPct","govExp","alcLicKm2","frClsRtMrt","popDens","hsGradRt","vlntCrRt","landUseClass","resPctTot","comPctTot","indPctTot","naloxProp","opDtRt15","opDtRt16","opDtRt17","opDtRt18","opDtRt1518","opDt1518","opDt15","opDt16","opDt17","opDt18","pop2016","area.y","bizNum","mriScore","SVIthemes","parksProp","schoolPPop","mblHome","ageCt","bizDens","pubTransit2","noVehicle2","multiunitPP","pathsDens","compEnv","hsaEnv","phyEnv","resEnv","commEnv","comEnv","BEIndex","commEnvS","compEnvS","comEnvS","hsaEnvS","phyEnvS","resEnvS","BEIndexS"
"absecon city",101,201556350.582735,"absecon city",0.0675006515506907,0.700693937180424,0.116995373752131,0.0157657657657658,1067.41411967272,608.847186800613,218.449577566691,141.09294079415,7.43565939381365,0.881430602969358,0.00867575203317418,0.292949413741979,1.40387898510272,0.478287703280979,10.3912632660919,0.591184919324948,1,0.932949308026756,1,0.204087070977584,1,8035.30128741524,0.138977388469422,0.376457623074608,0,5.5,2.86,0.369941252118017,2.43244608733313,0.453322454863804,0.387418611610995,4.66976067958308,3.78591861078236,1294,172950,49.5,3552,0.0248067859202028,0.0440102033576292,1534,32,1.2,2,0.248773529856714,0.0415378963065419,0.00559745845129779,1,0,100.357236355195,80.2857890841562,60.2143418131171,240.857367252468,12,0,5,4,3,8139.4345873338,201556350.582735,463,-3.6,16.4470395791097,0.0844522987470773,0.000614293283685916,29.870572587072,4982.20176400978,2.297124345928e-06,0.0173344891810682,0.0268384216646488,0.0748021475285362,5.29585952805078e-06,46.7836425762923,10.6209404961779,68.0614947119015,25.0824766586775,39.4218225256201,69.3789478858367,43.224887475751,29.6541418413978,53.2224019020528,68.0177157219633,12.8099144161177,54.5846216814883,31.5975813549835,41.6477294863339
"atlantic city",102,443406679.300128,"atlantic city",0.982735426008969,0.326059143911979,0.306685674598823,0.00910187520561465,446.404242167326,13484.3361491413,6547.55684794069,3698.55166159029,11.325970883153,0.759435363318655,0.00213564822863546,0.410166354176349,0.725342001079877,0.293692125291091,28.6294951592003,0.565905519048228,1,0.487209573833614,1,0.367570197590416,1,11920.372485482,0.311125409708623,0.508718745352835,1,31,3.31,0.155119621880374,13.0195684483079,4.93500579894088,0.319631431411051,0.636779091461181,0.572199562001882,993,174100,57.4,83342,0.171400247203722,0.0753695690066151,3575,2,15.9,1,0.0876296762024521,0.0824229801949072,0.00244616472807293,1,39.8838077376415,83.7559962490471,119.651423212924,139.593327081745,382.884554281358,96,10,21,30,35,38396.8803940299,443406679.300128,2079,-23.33,150.226643055572,0.0920150446001708,0.000312525389481011,42.8869376782305,25072.8317260496,4.68869797649753e-06,0.0963242748795122,0.170523146170977,0.351183117241939,1.00676030156318e-06,62.9411016330742,8.310466828683,79.167422938989,45.6990574249243,48.2902288950666,70.7877444399553,52.5326703601154,56.4306215985109,78.0764992246069,70.3364306462427,9.96682955987057,78.9453952993241,78.3403064705637,62.0160137998532
"brigantine city",103,298431649.659342,"brigantine city",0.658234338945389,0.836741990846682,0.0764445080091533,0,0,3173.12875677391,388.058405542987,315.512626827774,15.7901494117925,0.438098582938389,0.000920891088362552,0.442488384921296,1.38862215049442,0.318956895815093,19.411927391606,0.494027423335533,1,0.173526558192733,1,1.37217447935689,1,17587.3255722575,0.219987249185482,0.507105290697432,0,8.2,1.65,0.355196282755694,4.37310210381539,0.51474259245047,0.303229576967028,13.7133486955053,1.22498567730658,1155,240400,45.3,10451,0.0335078973465037,0.0315239980055466,1403,22,0.6,2,0.170787599252686,0.0156031060252219,0,1,35.5584125730519,53.3376188595778,71.1168251461038,53.3376188595778,213.350475438311,12,2,3,4,3,9166.29959567837,298431649.659342,309,-3.98,24.9838633857102,0.454835773632329,0.000436381110855888,8.89224507324623,5624.54804721994,1.03541296760153e-06,0.0344209376460408,0.0423353395219533,0.34617336294244,0,55.7882645258226,10.214128179686,77.1073597264733,30.0513816509118,41.7595040291302,63.4928980476799,46.4022560266173,36.7123300715819,67.0736980433539,58.3299637432358,12.3093235837596,74.4266614724545,42.8632787473318,48.6192092769529
"buena boro",104,211082170.227247,"buena boro",0.0177579365079365,0.714792228052758,0.0912636505460218,0.0358105233300241,0,609.641065061758,271.002142565209,30.9272272183968,0,0.941426038776184,9.0317590786843e-05,1.0622831371387,9.20704270591899,0.532303381990132,6.82947569678941,0.731562379308845,0.666666666666667,2.90927658531463,1,1.40403475750371,1,9749.63371517018,0.178788311809057,1.32528124826601,0,13,3.11,0.253441002991418,0.726619760217234,0.232726349466356,0.0576954982312034,0.406989161588024,0.437828827678016,1296,187500,43.3,1054,0.0615872615733977,0.0627692739570931,584,2,2.6,3,0.208015188410582,0.0265590820917083,0.0104213958479508,1,73.8342109024322,73.8342109024322,36.9171054512161,73.8342109024322,258.419738158513,7,2,2,1,2,4409.76876152623,211082170.227247,130,-8.39,9.58240369547966,0.0639577643582806,0.000453538520534078,0.166256735768384,2708.7714157911,6.15873902850461e-07,0.00701334443842648,0.0614549554002951,0.138247853352465,0,43.6981867732189,41.8603418550853,67.7077253104279,29.9906007929242,41.9960124967324,71.5359744475389,49.464806945988,37.4264227655021,48.4762212962703,71.5679300279709,51.2506333783179,53.8086310460369,42.7254739886563,50.8758854171257
"buena vista twp",105,1159039111.84288,"buena vista twp",0.0360077420297265,0.688984500805153,0.0490388486312399,0.0449627616747182,0,1.23288424532426,101.542932063759,91.1254246297223,0.00197017586963916,0.858740466625273,0.107781561339771,0.480498436923694,2.9887868970794,0.640182868109809,2.5488136484492,0.552113919543463,0.888888888888889,0.628653289206771,1,0.707172595849968,1,3129.21215801121,0.0595176843981143,0.614657078343778,0,7.2,2.46,0.411383922798353,1.51683979819797,0.155793714138651,0.791682912176567,0.556619528014501,1.14981945439504,1125,186200,36.5,123,0.00603949523299018,0.0665970131130043,181,5,1.6,3,0.102913431399815,0.00732491976037102,0.00671607573718985,1,20.6761129959607,62.0283389878821,82.7044519838428,103.380564979804,268.789468947489,13,1,3,4,5,7377.55592887632,1159039111.84288,231,-6.78,8.97794920617793,0.103276477832287,0.000542184978136688,318.717000561865,4836.49900827762,1.99303024065089e-07,0.0123517090901406,0.0137637631002311,0.00016711282939905,0,38.385980861695,13.1619443713741,66.2032351032167,27.8528400125496,38.0941906990072,75.8084639458778,43.2511091656201,25.6456080361954,40.3047580570028,78.5999497576214,15.9366713832587,50.5085426068974,37.8786584253544,41.4790313777217
"corbin city",106,250127945.660614,"corbin city",0,0.732101616628175,0.100846805234796,0.0207852193995381,0,5.91906504489599,6.00852477209789,0.948063367207622,0.545326368941097,0.916126170716727,0.197952289294921,0.184559342931477,0.545475989688689,0.567856465076265,1.04496484805889,0.336392450972019,1,0.39440460414904,1,0.199691788484064,1,1133.89456923537,0.016881335832816,0.238146784340859,0,9.6,1.75,0.381896958654471,0.462243548284392,0.0352864356548684,0.989380031785414,0.646489549382708,4.6626384450209,1481.5,244250,35.6,3614,0.0119938551441535,0.042654842917188,65,30,0,3,0.0331237700492851,0.00456279061667334,0.000940422493512826,1,0,0,275.272798517449,550.545597034898,825.818395552348,3,0,0,1,2,586.198804782233,250127945.660614,18,-1.79,0.819281330631394,0.659378462054229,0.00511771770178629,49.202025063297,363.275995806978,7.19631704984427e-08,0.00161730689225785,0.0102499778625956,0.0100973679860962,0,35.8163245662306,5.1832757574114,67.9995833104215,25.3146945832003,38.3329873754148,79.5766218014817,42.0372478990267,26.3666095448682,36.352002402259,84.8018983862479,6.11875732152158,54.4488194680237,32.1240749930871,40.0353603526679
"egg harbor city",107,318545111.188659,"egg harbor city",0.0269302880518152,0.555639738611611,0.142721848659911,0.0429964958802917,346.143536120935,539.228627851536,146.409919972617,54.4248746933296,3.6435993415976,0.862691913478487,8.02605691350561e-05,0.891275256409103,4.07193488283184,0.707151844443044,7.90860719675618,2.52379595264385,0.75,2.8477204599225,0.916666666666667,1.34754884564469,1,5437.07601959264,0.138352456889518,1.16748981946967,1,15,4.25,0.190579173356885,0.997261934452644,2.21641106128318,0.096522639493177,0.285916068153668,0.350348951619838,1342,227650,33.3,10849,0.0439499119058295,0.0638113939734459,382,6,4.2,3,0.0804922553471717,0.0206752733608638,0.00622864904169353,1,38.9936699214088,77.9873398428177,116.981009764227,194.968349607044,428.930369135497,11,1,2,3,5,4081.2071696845,318545111.188659,260,-12.32,10.0591111459164,0.0185048394169175,0.00122512771151152,0.127098938150977,2564.51881040047,8.16210925447275e-07,0.0133354844364681,0.0358741700397276,0.13212478696425,1.08663898444177e-06,50.2491371058904,34.789077999081,64.2563863453561,32.9923745590827,40.2773442572519,75.4866225626299,49.6751571382154,32.2372282917134,58.5531743958415,78.0702363533645,42.5492993331083,46.2381438713167,49.5312138735369,51.1965493531469
"egg harbor twp",108,2105826336.20255,"egg harbor twp",0.0619657557665501,0.520992627915262,0.0801200361752857,0.0282276850557702,439.036896821636,2546.66904779023,512.350662429,264.16365065031,2.47877131355758,0.849480894917834,0.0928851190447802,0.399012744116108,2.06702124895849,0.582609439958845,8.49656545005371,1.16591439778985,0.914285714285714,0.376919628653178,1,0.727033461118148,1,7670.29357846967,0.136938975758389,0.488178503153028,0,9.8,2.84,0.272994946546178,NA,0.202618135275683,0.372119062142073,1.66810850842733,0.789129539093119,1348,218100,43.2,116008,0.014721169436036,0.0483570908229916,650,20,1.7,2,0.157297467254689,0.0241897449051358,0.00852246870268168,1,19.7773600956111,46.1471735564258,59.3320802868332,69.2207603346387,194.477374273509,59,6,14,18,21,46071.9754554309,2105826336.20255,1826,-3.09,NA,0.11088353452089,0.000520924049007127,1703.00453600769,30337.7193467368,8.67118037517203e-07,0.00573371660405264,0.0111206575659999,0.0552758813273337,2.08486753762114e-07,47.4461553150165,9.92655896402572,66.8475989742413,29.1118841813188,38.3062306145386,65.6278327507419,42.8777101333138,26.2858225538215,54.2415074450604,61.843817424862,11.9554638130688,51.9219501194058,40.7332130266443,41.1636290638105
"estell manor city",109,1538516579.41751,"estell manor city",9.31532370749884e-05,0.715428190603132,0.0173275574808397,0.00146617794068644,795.726748189629,36.2528242574246,36.789981980798,5.85206178448832,1.51305622312947,0.918251627181148,0.196811365978841,0.908877631365255,2.67176698984025,0.718746851439576,5.10583039861412,1.65779253073319,0.8,2.02071378974113,1,0.970092846051971,1,5546.10505807443,0.0825634873450154,1.17474068204615,0,4.3,2.2,0.38139833391004,0.540592988984093,0.173340300080411,0.286091174446481,0.128193499565571,1.00658655275273,1429,198400,40,10892,0.00064997532426458,0.042828110365701,32,26,0.6,3,0.0303938889455147,0.000736135177068823,6.22883611365927e-05,1,0,0,0,0,0,0,0,0,0,0,3598.12028586055,1538516579.41751,40,-3.8,5.0338807085104,0.645639277571228,0.000555845786440035,299.247377262919,2229.75892214385,2.5999069841122e-08,0.00162642194244729,0.0102247782336157,0.0100754898050203,5.17203882515777e-07,46.1593481891604,26.6486946539873,63.876289402688,25.8511253566251,38.4126652630248,71.6073634873556,45.4259143921402,26.6071818930219,52.2620854685609,71.6854280666827,32.5323920045018,45.4044039637792,33.3402920016216,43.6386305663613
"folsom boro",110,237223717.601376,"folsom boro",0,0.602179836512262,0.0861454621672605,0.0640326975476839,0,28.5191505245282,22.6758827671546,0.233918457900362,0.135347527408557,0.963673396082707,0.000287461831886003,0.679092463105679,3.73692127554911,0.642353404017857,2.94058084477738,0.504557877535133,0.857142857142857,0.749255717523628,1,0.666896277108527,1,4956.92727557857,0.0839277023407492,0.67918005260171,0,12,1.91,0.542222176822418,1.13370380444225,0.220739440077185,0.241018293565968,7.59226654852342,5.54083513031069,1159,219700,36.8,29276,0.0168616511812741,0.0596800152833584,221,24,1.6,3,0.105510567582952,0.0150939238693329,0.0112194494941148,1,0,0,85.8589654015193,0,85.8589654015193,1,0,0,1,0,1796.90371780858,237223717.601376,93,-3.6,6.74426870576718,0.136144608073896,0.00166953853468491,0.187575421979646,1164.70073372478,3.92034999452603e-07,0.000130178626479575,0.012619420029254,0.015871273592393,0,38.5773940886776,16.1813549285928,65.8249294670273,19.7929454748314,38.4166474446747,75.1889100449351,42.3303635747898,26.6192053391626,40.5991981020327,77.5802362494419,19.6521175061868,49.6787319172261,19.6049476142035,38.955739454709
