"","SSN","municipality","pct_h_den_res","pct_res_urb","pct_com_urb","pct_ind_urb","med_walk_score","mean_walk_scre","bike_path_ft_p_mile","bikes_ft_p_mile","public_transit","avg_vac_r","avg_vac_b","occupancy_rate","vacancy_rate","mobile_home_rate","average_d_naloxone","average_d_syringe","ndvi","average_d_adultEd","cultural_dist","syr_prop_under_10mi","avg_MOUD_min_dist","MOUD_prop_under_10mi","avg_SUT_min_dist","SUT_prop_under_10mi","income_per_capita","employment_per_capita","mental_hlth_dist","percent_SNAP","avg_prop_tax","percent_renter","percent_crowded","iso.a","iso.b","iso.h","median_rent","median_home_value","percent_housing_cost_burdened","bars_ls_per_km2","forclosure_rate_pop","foreclosure_rate_mortgage","pop","multiunit_struct_rate","no_vehicle_rate","ams_bus_rate","bus_vac_rate","avg_vol_opp_rate","income","avg_prop_tax_rate","twenty_yr_household_rate","expenditure_rate","public_transit_rate"
"1",101,"absecon city",0.0675006515506907,0.700693937180424,0.116995373752131,0.0157657657657658,29,26.0588235294118,1067.41411967272,836.664052693912,141.09294079415,2049.43663912386,3442.71029933572,0.881430602969358,0.118569397030642,0.00867575203317418,0.292949413741979,1.40387898510272,0.478287703280979,10.3912632660919,0.591184919324948,1,0.932949308026756,1,0.204087070977584,1,8035.30128741524,0.138977388469422,0.376457623074608,5.5,2.86,2.43244608733313,0.453322454863804,0.387418611610995,4.66976067958308,3.78591861078236,1294,172950,49.5,0.0248067859202028,0.0113057077112174,0.0440102033576292,8139.4345873338,0.0748021475285362,0.0268384216646488,0.0739611917795712,0.0740652117442726,0,65402809.2184354,4.37290084963787e-08,0.369941252118017,0.436393948730475,0.0173344891810682
"2",102,"atlantic city",0.982735426008969,0.326059143911979,0.306685674598823,0.00910187520561465,61.5,56.5909090909091,446.404242167326,0,3698.55166159029,27133.9166132478,23546.693466075,0.759435363318655,0.240564636681345,0.00213564822863546,0.410166354176349,0.725342001079877,0.293692125291091,28.6294951592003,0.565905519048228,1,0.487209573833614,1,0.367570197590416,1,11920.372485482,0.311125409708623,0.508718745352835,31,3.31,13.0195684483079,4.93500579894088,0.319631431411051,0.636779091461181,0.572199562001882,993,174100,57.4,0.171400247203722,0.00916460320187624,0.0753695690066151,38396.8803940299,0.351183117241939,0.170523146170977,0.0587131654467805,0.0492109930626864,2.60437824567509e-05,457705116.577337,7.23173038735458e-09,0.155119621880374,2.17054091751054,0.0963242748795122
"3",103,"brigantine city",0.658234338945389,0.836741990846682,0.0764445080091533,0,28,30,0,0,315.512626827774,5203.86248673188,4879.15616824387,0.438098582938389,0.561901417061611,0.000920891088362552,0.442488384921296,1.38862215049442,0.318956895815093,19.411927391606,0.494027423335533,1,0.173526558192733,1,1.37217447935689,1,17587.3255722575,0.219987249185482,0.507105290697432,8.2,1.65,4.37310210381539,0.51474259245047,0.303229576967028,13.7133486955053,1.22498567730658,1155,240400,45.3,0.0335078973465037,0.00435956862918288,0.0315239980055466,9166.29959567837,0.34617336294244,0.0423353395219533,0.0382642550783674,0.0492888497002747,0,161210695.282048,1.02350529356208e-08,0.355196282755694,1.14015474738872,0.0344209376460408
"4",104,"buena boro",0.0177579365079365,0.714792228052758,0.0912636505460218,0.0358105233300241,1.5,6.66666666666667,0,0,30.9272272183968,0,0,0.941426038776184,0.058573961223816,9.0317590786843e-05,1.0622831371387,9.20704270591899,0.532303381990132,6.82947569678941,0.731562379308845,0.666666666666667,2.90927658531463,1,1.40403475750371,1,9749.63371517018,0.178788311809057,1.32528124826601,13,3.11,0.726619760217234,0.232726349466356,0.0576954982312034,0.406989161588024,0.437828827678016,1296,187500,43.3,0.0615872615733977,0.00950234003993591,0.0627692739570931,4409.76876152623,0.138247853352465,0.0614549554002951,0.0402330798701488,0,0,42993630.1934804,7.23362969352517e-08,0.253441002991418,0.239014800321459,0.00701334443842648
"5",105,"buena vista twp",0.0360077420297265,0.688984500805153,0.0490388486312399,0.0449627616747182,3,5.53846153846154,0,0,91.1254246297223,1.40464636605775,0.455110625886647,0.858740466625273,0.141259533374727,0.107781561339771,0.480498436923694,2.9887868970794,0.640182868109809,2.5488136484492,0.552113919543463,0.888888888888889,0.628653289206771,1,0.707172595849968,1,3129.21215801121,0.0595176843981143,0.614657078343778,7.2,2.46,1.51683979819797,0.155793714138651,0.791682912176567,0.556619528014501,1.14981945439504,1125,186200,36.5,0.00603949523299018,0.0147861748251398,0.0665970131130043,7377.55592887632,0.00016711282939905,0.0137637631002311,0.0127259456669016,5.52735585015992e-05,0,23085937.7090475,1.06558374669612e-07,0.411383922798353,0.0166721880777032,0.0123517090901406
"6",106,"corbin city",0,0.732101616628175,0.100846805234796,0.0207852193995381,0,3.2,0,0,0.948063367207622,24.9486813790552,9.81587464093975,0.916126170716727,0.083873829283273,0.197952289294921,0.184559342931477,0.545475989688689,0.567856465076265,1.04496484805889,0.336392450972019,1,0.39440460414904,1,0.199691788484064,1,1133.89456923537,0.016881335832816,0.238146784340859,9.6,1.75,0.462243548284392,0.0352864356548684,0.989380031785414,0.646489549382708,4.6626384450209,1481.5,244250,35.6,0.0119938551441535,0.00865655910438266,0.042654842917188,586.198804782233,0.0100973679860962,0.0102499778625956,0.0154099375718976,0.0129361162402028,0,664687.641234839,2.6328156135849e-06,0.381896958654471,6.16514392475189,0.00161730689225785
"7",107,"egg harbor city",0.0269302880518152,0.555639738611611,0.142721848659911,0.0429964958802917,3,25.4285714285714,346.143536120935,90.7734233277989,54.4248746933296,753.938551410808,947.335828815377,0.862691913478487,0.137308086521513,8.02605691350561e-05,0.891275256409103,4.07193488283184,0.707151844443044,7.90860719675618,2.52379595264385,0.75,2.8477204599225,0.916666666666667,1.34754884564469,1,5437.07601959264,0.138352456889518,1.16748981946967,15,4.25,0.997261934452644,2.21641106128318,0.096522639493177,0.285916068153668,0.350348951619838,1342,227650,33.3,0.0439499119058295,0.0155661684912329,0.0638113939734459,4081.2071696845,0.13212478696425,0.0358741700397276,0.0575438816938012,0.124151281595689,0.000245025542302305,22189833.6332811,1.91529151152611e-07,0.190579173356885,2.65828210843771,0.0133354844364681
"8",108,"egg harbor twp",0.0619657557665501,0.520992627915262,0.0801200361752857,0.0282276850557702,18,22.0701754385965,439.036896821636,428.541060406641,264.16365065031,4213.23036390299,4526.23641855615,0.849480894917834,0.150519105082166,0.0928851190447802,0.399012744116108,2.06702124895849,0.582609439958845,8.49656545005371,1.16591439778985,0.914285714285714,0.376919628653178,1,0.727033461118148,1,7670.29357846967,0.136938975758389,0.488178503153028,9.8,2.84,NA,0.202618135275683,0.372119062142073,1.66810850842733,0.789129539093119,1348,218100,43.2,0.014721169436036,0.0113957352496491,0.0483570908229916,46071.9754554309,0.0552758813273337,0.0111206575659999,0.02700174826091,0.00706555261049346,0,353385577.483204,8.03654755869312e-09,0.272994946546178,2.51797321155078,0.00573371660405264
"9",109,"estell manor city",9.31532370749884e-05,0.715428190603132,0.0173275574808397,0.00146617794068644,0,2.28571428571429,795.726748189629,0,5.85206178448832,153.827382684829,60.5222489251786,0.918251627181148,0.0817483728188514,0.196811365978841,0.908877631365255,2.67176698984025,0.718746851439576,5.10583039861412,1.65779253073319,0.8,2.02071378974113,1,0.970092846051971,1,5546.10505807443,0.0825634873450154,1.17474068204615,4.3,2.2,0.540592988984093,0.173340300080411,0.286091174446481,0.128193499565571,1.00658655275273,1429,198400,40,0.00064997532426458,0.00861396746146187,0.042828110365701,3598.12028586055,0.0100754898050203,0.0102247782336157,0.0144858189510578,0.0138234689275685,0,19955553.1169714,1.10245002336166e-07,0.38139833391004,3.02713615295243,0.00162642194244729
"10",110,"folsom boro",0,0.602179836512262,0.0861454621672605,0.0640326975476839,2,2.57142857142857,0,0,0.233918457900362,9.9716157875922,12.5873200489958,0.963673396082707,0.0363266039172933,0.000287461831886003,0.679092463105679,3.73692127554911,0.642353404017857,2.94058084477738,0.504557877535133,0.857142857142857,0.749255717523628,1,0.666896277108527,1,4956.92727557857,0.0839277023407492,0.67918005260171,12,1.91,1.13370380444225,0.220739440077185,0.241018293565968,7.59226654852342,5.54083513031069,1159,219700,36.8,0.0168616511812741,0.0162758081371298,0.0596800152833584,1796.90371780858,0.015871273592393,0.012619420029254,0.0369576646537591,0.000980402419482864,0,8907121.05039389,2.14435168130508e-07,0.542222176822418,16.2924700471451,0.000130178626479575
