"SSN","municipality","pop2016","area","pct_h_den_res","pct_n_h_density_res","pct_res_urb","pct_com_urb","pct_ind_urb","med_walk_score","mean_walk_scre","num_schools","schools_per_pop","bike_path_ft_p_mile","bikes_ft_p_mile","count_bars","count_ls","bars_per_sqft","bars_per_pop","ls_per_sqft","ls_per_pop","bars_ls_per_sqft","bars_ls_per_pop","multiunit_struct","no_vehicle","public_transit","mobile_home","total_units","vacant_units","ams_res","ams_bus","ams_oth","res_vac","bus_vac","oth_vac","avg_vac_r","avg_vac_b","avg_vac_o","occupancy_rate","vacancy_rate","mobile_home_rate","average_d_cultural","average_d_naloxone","average_d_syringe","ndvi","mun_SPL_THEME1","mun_RPL_THEME1","mun_SPL_THEME2","mun_RPL_THEME2","mun_SPL_THEME3","mun_RPL_THEME3","mun_SPL_THEME4","mun_RPL_THEME4","mun_SPL_THEMES","mun_RPL_THEMES","average_d_adultEd","cultural_dist","syr_prop_under_10mi","avg_MOUD_min_dist","MOUD_prop_under_10mi","avg_SUT_min_dist","SUT_prop_under_10mi","income_per_capita","employment_per_capita","mental_hlth_dist","avg_vol_opp","MRI.Score","percent_SNAP","avg_prop_tax","num_households_20yrs","percent_renter","median_rent","median_home_value","percent_housing_cost_burdened","percent_crowded","iso.a","iso.b","iso.h","num_foreclosures"
101,"absecon city",8139.4345873338,201556350.582735,0.0675006515506907,0.932499348449309,0.700693937180424,0.116995373752131,0.0157657657657658,29,26.0588235294118,5,0.000614293283685916,1067.41411967272,836.664052693912,1,NA,4.96139167587041e-09,0.000122858656737183,NA,NA,NA,NA,608.847186800613,218.449577566691,141.09294079415,29.870572587072,3442.9951977481,408.233864576387,4710.24461173399,602.00228249107,94.7577624386548,66.7632085788557,44.5874265232365,0,2049.43663912386,3442.71029933572,0,0.881430602969358,0.118569397030642,0.00867575203317418,0.591184919324948,0.292949413741979,1.40387898510272,0.478287703280979,5.05641920848393,1.32791937435966,5.04118003009182,1.69260750504235,1.82910904593111,0.914489751376813,4.5203312946028,1.15523943618123,16.4470395791097,1.35581994209663,10.3912632660919,0.591184919324948,1,0.932949308026756,1,0.204087070977584,1,8035.30128741524,0.138977388469422,0.376457623074608,0,-3.6,5.5,2.86,3011.11262277096,2.43244608733313,NA,172950,49.5,0.453322454863804,0.387418611610995,4.66976067958308,3.78591861078236,92.0220683789694
102,"atlantic city",38396.8803940299,443406679.300128,0.982735426008969,0.0172645739910313,0.326059143911979,0.306685674598823,0.00910187520561465,61.5,56.5909090909091,12,0.000312525389481011,446.404242167326,0,29,1,6.54027134768775e-08,0.000755269691245776,2.25526598196129e-09,2.60437824567509e-05,6.76579794588388e-08,0.000781313473702527,13484.3361491413,6547.55684794069,3698.55166159029,42.8869376782305,20081.4614987565,4830.88948947877,23337.2229887332,2254.40239121492,1330.29449805402,820.929352594153,110.941380434581,0,27133.9166132478,23546.693466075,0,0.759435363318655,0.240564636681345,0.00213564822863546,0.565905519048228,0.410166354176349,0.725342001079877,0.293692125291091,49.5479900154953,12.9952861365076,35.8608162738136,11.1034847944897,22.7437699304546,11.7268757861914,42.0740668358089,11.2129717288825,150.226643055572,12.9121000384279,28.6294951592003,0.565905519048228,1,0.487209573833614,1,0.367570197590416,1,11920.372485482,0.311125409708623,0.508718745352835,1,-23.33,31,3.31,5956.10956810785,13.0195684483079,NA,174100,57.4,4.93500579894088,0.319631431411051,0.636779091461181,0.572199562001882,351.892173001185
103,"brigantine city",9166.29959567837,298431649.659342,0.658234338945389,0.341765661054611,0.836741990846682,0.0764445080091533,0,28,30,4,0.000436381110855888,0,0,1,1,3.35085102783667e-09,0.000109095277713972,3.35085102783667e-09,0.000109095277713972,6.70170205567335e-09,0.000218190555427944,3173.12875677391,388.058405542987,315.512626827774,8.89224507324623,9656.13109478304,5425.79374549127,9989.72256800041,350.741625853773,348.651243877949,891.754115434387,17.2876512803366,0,5203.86248673188,4879.15616824387,0,0.438098582938389,0.561901417061611,0.000920891088362552,0.494027423335533,0.442488384921296,1.38862215049442,0.318956895815093,7.21803217235443,1.8445153729901,8.71814600297125,2.45363695108073,1.94569396085675,0.92310353526422,7.10199124952775,1.51148933628912,24.9838633857102,1.64292373524385,19.411927391606,0.494027423335533,1,0.173526558192733,1,1.37217447935689,1,17587.3255722575,0.219987249185482,0.507105290697432,0,-3.98,8.2,1.65,3255.83554300998,4.37310210381539,NA,240400,45.3,0.51474259245047,0.303229576967028,13.7133486955053,1.22498567730658,39.9611121630111
104,"buena boro",4409.76876152623,211082170.227247,0.0177579365079365,0.982242063492063,0.714792228052758,0.0912636505460218,0.0358105233300241,1.5,6.66666666666667,2,0.000453538520534078,0,0,NA,4,NA,NA,1.89499662415526e-08,0.000907077041068157,NA,NA,609.641065061758,271.002142565209,30.9272272183968,0.166256735768384,1840.80126938687,107.823022173818,2296.38922597945,177.418578791372,63.7681663210283,0,0,0,0,0,0,0.941426038776184,0.058573961223816,9.0317590786843e-05,0.731562379308845,1.0622831371387,9.20704270591899,0.532303381990132,3.030881763763,0.804955947510319,3.03942572859762,0.978692387794594,1.12015511567967,0.562060759561846,2.39194108743937,0.634313348728601,9.58240369547966,0.823289068269453,6.82947569678941,0.731562379308845,0.666666666666667,2.90927658531463,1,1.40403475750371,1,9749.63371517018,0.178788311809057,1.32528124826601,0,-8.39,13,3.11,1117.61621788143,0.726619760217234,1296,187500,43.3,0.232726349466356,0.0576954982312034,0.406989161588024,0.437828827678016,41.9031222695093
105,"buena vista twp",7377.55592887632,1159039111.84288,0.0360077420297265,0.963992257970274,0.688984500805153,0.0490388486312399,0.0449627616747182,3,5.53846153846154,4,0.000542184978136688,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.23288424532426,101.542932063759,91.1254246297223,318.717000561865,2957.06423807631,417.713514429751,3057.55885904803,93.8863759054078,22.1238224812137,0.034410224880583,0.00518943409111069,0,1.40464636605775,0.455110625886647,0,0.858740466625273,0.141259533374727,0.107781561339771,0.552113919543463,0.480498436923694,2.9887868970794,0.640182868109809,3.16898650417523,0.846853503460284,2.56645738805063,0.862053929072841,0.86334535675823,0.428442462546017,2.37915995719383,0.62637558742621,8.97794920617793,0.758275402427641,2.5488136484492,0.552113919543463,0.888888888888889,0.628653289206771,1,0.707172595849968,1,3129.21215801121,0.0595176843981143,0.614657078343778,0,-6.78,7.2,2.46,3035.00789868539,1.51683979819797,1125,186200,36.5,0.155793714138651,0.791682912176567,0.556619528014501,1.14981945439504,109.085831746612
106,"corbin city",586.198804782233,250127945.660614,0,1,0.732101616628175,0.100846805234796,0.0207852193995381,0,3.2,3,0.00511771770178629,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5.91906504489599,6.00852477209789,0.948063367207622,49.202025063297,248.554968667187,20.8472570095009,277.166075317749,9.03328698641517,2.04020203005141,0.233711300974756,0.116855650487378,0,24.9486813790552,9.81587464093975,0,0.916126170716727,0.083873829283273,0.197952289294921,0.336392450972019,0.184559342931477,0.545475989688689,0.567856465076265,0.237169922463928,0.0624029841949534,0.273744186472499,0.0858784494574779,0.026507252072195,0.0110725410067367,0.281859969622771,0.0743272839442469,0.819281330631394,0.0619938215671341,1.04496484805889,0.336392450972019,1,0.39440460414904,1,0.199691788484064,1,1133.89456923537,0.016881335832816,0.238146784340859,0,-1.79,9.6,1.75,223.867540713221,0.462243548284392,1481.5,244250,35.6,0.0352864356548684,0.989380031785414,0.646489549382708,4.6626384450209,5.07446460051587
107,"egg harbor city",4081.2071696845,318545111.188659,0.0269302880518152,0.973069711948185,0.555639738611611,0.142721848659911,0.0429964958802917,3,25.4285714285714,5,0.00122512771151152,346.143536120935,90.7734233277989,NA,NA,NA,NA,NA,NA,NA,NA,539.228627851536,146.409919972617,54.4248746933296,0.127098938150977,1583.5788298125,217.438178977532,1870.0794103239,234.848502540218,77.838532950242,83.5926170662929,29.1567425711966,0,753.938551410808,947.335828815377,0,0.862691913478487,0.137308086521513,8.02605691350561e-05,2.52379595264385,0.891275256409103,4.07193488283184,0.707151844443044,3.34436995061411,0.884881410599169,2.65636928048222,0.883879991685426,1.32864348754302,0.674142550399557,2.72972842727708,0.776034115765561,10.0591111459164,0.874544053282696,7.90860719675618,2.52379595264385,0.75,2.8477204599225,0.916666666666667,1.34754884564469,1,5437.07601959264,0.138352456889518,1.16748981946967,1,-12.32,15,4.25,777.793088696664,0.997261934452644,1342,227650,33.3,2.21641106128318,0.096522639493177,0.285916068153668,0.350348951619838,63.5287584509368
108,"egg harbor twp",46071.9754554309,2105826336.20255,0.0619657557665501,0.93803424423345,0.520992627915262,0.0801200361752857,0.0282276850557702,18,22.0701754385965,24,0.000520924049007127,439.036896821636,428.541060406641,1,5,4.74872966876891e-10,2.17051687086303e-05,2.37436483438445e-09,0.000108525843543151,2.84923780126135e-09,0.000130231012251782,2546.66904779023,512.350662429,264.16365065031,1703.00453600769,18334.5249865768,2759.69629308616,20607.0262531685,1244.02388313037,253.001290312814,119.305693981357,8.78971619496799,0,4213.23036390299,4526.23641855615,0,0.849480894917834,0.150519105082166,0.0928851190447802,1.16591439778985,0.399012744116108,2.06702124895849,0.582609439958845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49656545005371,1.16591439778985,0.914285714285714,0.376919628653178,1,0.727033461118148,1,7670.29357846967,0.136938975758389,0.488178503153028,0,-3.09,9.8,2.84,12577.4164767322,NA,NA,NA,NA,0.202618135275683,0.372119062142073,1.66810850842733,0.789129539093119,525.024034718421
109,"estell manor city",3598.12028586055,1538516579.41751,9.31532370749884e-05,0.999906846762925,0.715428190603132,0.0173275574808397,0.00146617794068644,0,2.28571428571429,2,0.000555845786440035,795.726748189629,0,NA,NA,NA,NA,NA,NA,NA,NA,36.2528242574246,36.789981980798,5.85206178448832,299.247377262919,1520.47812774741,124.296612850005,1695.80733767278,52.1217190251043,12.3024010677869,1.44100592678997,0.720502963394983,0,153.827382684829,60.5222489251786,0,0.918251627181148,0.0817483728188514,0.196811365978841,1.65779253073319,0.908877631365255,2.67176698984025,0.718746851439576,1.45884318311011,0.384312005699964,1.67974247609447,0.528640139654568,0.164630370559144,0.0689128509575197,1.73066467874667,0.456846523992496,5.0338807085104,0.382418984104821,5.10583039861412,1.65779253073319,0.8,2.02071378974113,1,0.970092846051971,1,5546.10505807443,0.0825634873450154,1.17474068204615,0,-3.8,4.3,2.2,1372.31708223513,0.540592988984093,1429,198400,40,0.173340300080411,0.286091174446481,0.128193499565571,1.00658655275273,30.9940910648287
110,"folsom boro",1796.90371780858,237223717.601376,0,1,0.602179836512262,0.0861454621672605,0.0640326975476839,2,2.57142857142857,3,0.00166953853468491,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28.5191505245282,22.6758827671546,0.233918457900362,0.187575421979646,652.522878425234,23.7039401515256,695.035446633636,66.4093650178624,8.22701143764922,0.129611021929595,0.065107902139833,0,9.9716157875922,12.5873200489958,0,0.963673396082707,0.0363266039172933,0.000287461831886003,0.504557877535133,0.679092463105679,3.73692127554911,0.642353404017857,2.55331571429488,0.684775889158307,2.38852859344037,0.769231725664721,0.392958459498039,0.183974561583185,1.40946593853389,0.240227107139813,6.74426870576718,0.49057315115082,2.94058084477738,0.504557877535133,0.857142857142857,0.749255717523628,1,0.666896277108527,1,4956.92727557857,0.0839277023407492,0.67918005260171,0,-3.6,12,1.91,974.321045410465,1.13370380444225,1159,219700,36.8,0.220739440077185,0.241018293565968,7.59226654852342,5.54083513031069,29.2460601519477
