"SSN","num_households_20yrs"
101,3011.11262277096
102,5956.10956810785
103,3255.83554300998
104,1117.61621788143
105,3035.00789868539
106,223.867540713221
107,777.793088696664
108,12577.4164767322
109,1372.31708223513
110,974.321045410465
111,10325.5323651278
112,5893.19190194037
113,4887.27510940661
114,2379.98437403635
115,37.0043167663334
116,2639.29860852262
117,2384.65947533983
118,3502.11884053011
119,4156.94194677929
120,331.052709699842
121,3202.11493110181
122,2489.4895337667
123,301.862826674278
201,2489.70224838298
202,598.903334784468
203,8145.46815928405
204,2445.56269859193
205,2077.54809714682
206,5936.25045764124
207,2895.3839407087
208,2289.96092959505
209,1692.89438814973
210,6495.75466922956
211,5304.56632446589
212,2583.77336105479
213,1298.05021273102
214,2604.82098642311
215,8706.2572014631
216,1615.57314257767
217,11888.7994572398
218,2725.11092602305
219,7384.70838361845
220,4100.77106265389
221,7533.7302335957
222,4392.67090976586
223,7092.9577134551
224,1819.30107292067
225,3563.8671977521
226,1601.50419339001
227,4096.08216135636
228,1528.43953192353
229,2601.34958285635
230,2546.61326315082
231,6633.42347419997
232,7082.15788641031
233,7503.52696379559
234,3398.25934962684
235,2817.10923511626
236,3059.82458680663
237,842.853593897902
238,6223.07090778878
239,4719.48135022745
240,1072.65371713909
241,2057.24943775696
242,5473.9087236361
243,2759.72543440219
244,2748.69078347957
245,3088.51671533478
246,10420.7842739557
247,2859.51254954401
248,5794.28277276082
249,2558.24230741432
250,4055.03116991853
251,7891.62169766933
252,3911.08045599637
253,3490.3224333025
254,2018.61832734998
255,840.318023715719
256,6058.07287842177
257,4891.63337197823
258,881.668420847369
259,508.513860111713
260,13011.3609779781
261,2989.44866922957
262,487.061874241384
263,3169.8700383868
264,4002.31553555467
265,3091.01614575245
266,4112.72898803833
267,3422.42570234617
268,2222.86795595092
269,2801.52042422211
270,6252.14635631395
301,412.533000074086
302,892.776459819727
303,951.975072111814
304,3709.59104476241
305,2815.21048785696
306,6096.11632322727
307,1439.55409520732
308,6104.19871083827
309,1340.15541789299
310,4832.11366062347
311,1966.46921962541
312,2336.84661731243
313,15293.284482388
314,144.169596275196
315,3018.17139573798
316,2371.70157664634
317,3247.29592416349
318,2033.73862681563
319,5344.58066671608
320,8119.1579191619
321,1556.91664654661
322,7143.7270568477
323,2809.11689854516
324,11559.4592127283
325,291.454464269495
326,1287.30743594496
327,2083.30305175379
328,243.73357899856
329,8350.04829500698
330,2680.08655973589
331,949.698531574124
332,2405.27116281724
333,3961.00938424987
334,1299.65587832953
335,2795.97214945295
336,575.350133767309
337,2954.15888955659
338,11532.5560492323
339,513.366797540977
340,38.9693871279917
401,3796.84011380995
402,404.610273434983
403,2527.42740618611
404,4570.55490612311
405,2463.94825208798
406,2130.39016981988
407,632.227820981947
408,17223.267677335
409,26804.8795371819
410,629.834463761916
411,1313.38194261598
412,3466.56792568244
413,1277.94819476298
414,3729.24075093531
415,20927.5306650412
416,5652.41530376678
417,2794.88017185316
418,3005.53971430506
419,377.840492182435
420,800.184969417996
421,1295.03433272165
422,3080.81154328396
423,1378.17968303573
424,610.403088582121
425,1758.10980069935
426,1541.1396420565
427,12502.0989024603
428,2932.47516615238
429,653.12508573557
430,2817.86598902263
431,2091.5874919466
432,2641.29324014554
433,202.288952288543
434,7570.86451435862
435,4793.19103674253
436,11339.1067163598
437,570.325373467189
501,542.056161963568
502,809.969325168739
503,42.5145892502925
504,2796.95260204664
505,8152.38948320761
506,4536.52067154149
507,1859.89037512678
508,3707.50656868443
509,597.310364436297
510,323.147377048993
511,5097.21642729906
512,167.791401371171
513,185.174001160321
514,833.515083714297
515,1183.44789663364
516,564.271958777888
601,2707.96284201017
602,1284.1754181336
603,1444.41555578714
604,457.922315690439
605,2281.0477051634
606,376.041960601905
607,2104.13038621223
608,1286.54247214699
609,1380.86072735866
610,7639.01252181307
611,81.3934393364703
612,381.398571520839
613,2556.57913296689
614,15477.2427450014
701,9397.75898391182
702,11768.708796064
703,1819.02668546056
704,4637.56405008235
705,12506.2276682226
706,796.33574126672
707,3032.65773130728
708,2449.65789802303
709,11390.5198430542
710,11207.9326985671
711,6851.73263476538
712,5726.2693515037
713,9712.20219984214
714,50032.6632029977
715,3021.54457616494
716,9268.97093657295
717,5950.59640081149
718,1684.19859891742
719,3971.0585079728
720,5634.76510790249
721,4327.80440130652
722,13575.7523899644
801,2639.74822775193
802,10576.6688878489
803,1853.17938816699
804,1803.08497618313
805,7143.46759929321
806,5152.80750192503
807,2135.40889561266
808,3469.19776611732
809,1869.41204091853
810,5933.53116633423
811,11224.0948943169
812,1136.64754048416
813,575.39006375685
814,2316.04653836406
815,2906.32268518662
816,927.720626594009
817,578.166531227299
818,18573.0978015321
819,1017.41454887346
820,7727.81952337528
821,1287.59893067907
822,2481.39603688928
823,1192.78230814979
824,1209.62259930757
901,14904.9880094496
902,505.918407774129
903,1476.75109486566
904,3148.04494118463
905,5917.88246434153
906,44925.7161713256
907,9558.6582035453
908,12899.7790747602
909,4918.03072347294
910,12179.8163890538
911,3575.41235476158
912,10895.2007922547
1001,2364.56242841425
1002,2006.40458436793
1003,95.7612192596664
1004,85.0974308729154
1005,750.69022394423
1006,3855.18820298674
1007,2024.8483707648
1008,1972.77518941044
1009,668.845785453989
1010,1506.22742724063
1011,62.3036475699229
1012,400.229689077059
1013,396.303916315118
1014,1023.97482404463
1015,2146.46041560717
1016,1805.16641963093
1017,1158.34241331232
1018,343.682922002042
1019,2767.22721152367
1020,108.858343717414
1021,6913.11864796298
1022,6691.47180518787
1023,33.4507702676705
1024,2171.38334503687
1025,1532.93819890453
1026,1063.85392006201
1101,5423.75525124375
1102,10680.6896476163
1103,30005.1739660949
1104,1234.57399841532
1105,573.763166739786
1106,7079.40121763947
1107,7876.53780849785
1108,766.817578732157
1111,15249.2019817488
1112,3606.97690471673
1113,6534.29514510771
1114,5219.08555348735
1201,7097.66531647244
1202,1385.59426191703
1203,1889.53399712221
1204,17339.2049699846
1205,26568.9854960135
1206,648.234830902472
1207,3399.05098417119
1208,1469.1047962964
1209,21490.0239851403
1210,5153.3845405318
1211,5393.97927303816
1212,2987.2691629074
1213,10032.9200525703
1214,3983.41048308037
1215,8571.06325885765
1216,8426.38338356675
1217,13690.3598685108
1218,3493.79661291667
1219,13856.2833308052
1220,2393.09601645344
1221,11906.2147728979
1222,9494.45976436753
1223,4956.49781975528
1224,3036.69957393538
1225,32351.011875991
1301,108.506808241079
1302,762.693300680258
1303,1828.22015730475
1304,1771.23688652937
1305,663.210029707139
1306,1167.82278356489
1307,995.856045802878
1308,1307.28560345279
1309,3236.22982345377
1310,503.366213747075
1311,3344.43693710375
1312,497.934191904125
1313,1656.21671520916
1314,386.383597453311
1315,3069.36388607651
1316,11068.1627024667
1317,1268.24455119697
1318,5396.3094110651
1319,18317.1878817903
1320,176.443305989802
1321,2569.19527802476
1322,1605.15455597497
1323,1783.44961261043
1324,47.7856778087985
1325,6941.37278924875
1326,11954.587685263
1327,1987.34032179592
1328,15058.0811880194
1329,2508.51412174519
1330,6434.66640101291
1331,26343.3661618105
1332,4613.46538241802
1333,893.885366877968
1334,8463.35229754804
1335,1165.65312201463
1336,4315.42523394646
1337,9668.71071363131
1338,2636.30753583344
1339,9225.27363766471
1340,2114.25064019559
1341,213.161165767182
1342,1955.26734990716
1343,132.52516251298
1344,718.543677329593
1345,1580.19088232349
1346,70.9614401437732
1347,355.965517157733
1348,1189.42423970522
1349,1281.86979984406
1350,2389.47699142742
1351,1875.22722502954
1352,10582.4864371865
1353,2642.58477168047
1401,1925.5049381778
1402,1561.94783986634
1403,2369.22051137477
1404,2241.31469279221
1405,2713.44447996062
1406,434.499605215742
1407,2555.40167360962
1408,6406.53233768446
1409,3387.59374028985
1410,4618.87538384753
1411,3502.92676225566
1412,5410.58010931885
1413,1549.63595307357
1414,7948.74583942534
1415,3896.99257246612
