"","SSN","avg_min_dist","prop_under_10mi"
"1",101,1.4038789600988,1
"2",102,0.725342001069011,1
"3",103,1.3886221506548,1
"4",104,9.20704270364308,0.666666666666667
"5",105,2.98878683662071,0.888888888888889
"6",106,0.545475936236778,1
"7",107,4.07193488563405,0.75
"8",108,2.06702128074849,0.914285714285714
"9",109,2.67176694276545,0.8
"10",110,3.73692121224665,0.857142857142857
"11",111,3.80855969849579,0.894736842105263
"12",112,5.78668733409161,0.666666666666667
"13",113,10.9506082575201,0.555555555555556
"14",114,2.75650076643398,1
"15",115,0.144647778062532,1
"16",116,2.92646293936515,1
"17",117,3.05678667279899,0.857142857142857
"18",118,3.38115815782928,1
"19",119,1.79668046386124,1
"20",120,0.361404113903989,1
"21",121,3.48146662815471,1
"22",122,1.24328812514842,1
"23",123,0.491377226967944,1
"24",201,1.16149832236046,1
"25",202,2.12329641473657,0.833333333333333
"26",203,2.90642760862617,1
"27",204,2.01968337737545,1
"28",205,0.879411197226109,1
"29",206,2.92875744221291,1
"30",207,2.70094612325035,0.75
"31",208,1.4803301969779,0.857142857142857
"32",209,1.5278797043429,0.857142857142857
"33",210,2.5770506513428,1
"34",211,0.806073930185976,1
"35",212,1.19151046481329,1
"36",213,1.89170971745074,1
"37",214,0.810844988754309,1
"38",215,4.00959399105975,0.916666666666667
"39",216,1.64633535165224,0.857142857142857
"40",217,0.863023274434323,1
"41",218,1.66437993897798,1
"42",219,4.97294326009053,0.7
"43",220,1.28570115151406,1
"44",221,1.25911232853209,1
"45",222,0.686507668682133,1
"46",223,2.31030754634289,1
"47",224,1.73784229464401,0.833333333333333
"48",225,1.442637283013,1
"49",226,1.76438431372319,1
"50",227,1.53857139190386,1
"51",228,0.809545122652638,1
"52",229,1.72650370505587,1
"53",230,2.54043932083704,1
"54",231,1.36368432006167,1
"55",232,1.78652904727235,1
"56",233,4.33494682859583,0.692307692307692
"57",234,1.85110506239565,1
"58",235,0.779140145352713,1
"59",236,1.81245344173854,0.833333333333333
"60",237,1.18109047637132,1
"61",238,2.19678054113771,1
"62",239,1.20149591234701,1
"63",240,2.33611827910673,1
"64",241,1.74747074163559,0.857142857142857
"65",242,2.65603904903349,1
"66",243,1.86199062510508,0.833333333333333
"67",244,1.3863969515225,1
"68",245,3.38095998445489,1
"69",246,1.32207100918784,1
"70",247,3.35668966569864,0.833333333333333
"71",248,3.63867195677696,0.875
"72",249,1.27007045605493,1
"73",250,2.47780180581788,1
"74",251,1.46142939545628,1
"75",252,1.11525875604938,1
"76",253,2.27231243688268,0.888888888888889
"77",254,0.557998554691628,1
"78",255,1.84353418445713,1
"79",256,2.25944088135485,1
"80",257,0.771822509697214,1
"81",258,1.02604903258577,1
"82",259,0.254338104866772,1
"83",260,2.36492958456639,1
"84",261,2.95742752608927,0.857142857142857
"85",262,1.09028028496286,1
"86",263,1.49911566136701,0.857142857142857
"87",264,1.92078994539343,1
"88",265,1.72403720543684,1
"89",266,1.73622553265742,1
"90",267,2.29551514413693,1
"91",268,1.09977585254036,1
"92",269,0.674428139851688,1
"93",270,1.73393722306907,1
"94",301,1.46839990889554,1
"95",302,4.30959512026577,0.666666666666667
"96",303,1.71884505027772,1
"97",304,1.56693054226994,1
"98",305,6.33666773496185,0.428571428571429
"99",306,3.06423021466811,0.8125
"100",307,2.3654079607179,0.875
"101",308,2.70875386301639,1
"102",309,1.76733411329835,0.857142857142857
"103",310,2.65144739546001,0.833333333333333
"104",311,1.78630188314541,0.888888888888889
"105",312,3.38423306543069,0.75
"106",313,5.0735208446313,0.666666666666667
"107",314,0.404815389431504,1
"108",315,3.13174916012391,1
"109",316,1.65758536422101,0.888888888888889
"110",317,4.43125320431315,0.727272727272727
"111",318,3.17357790633986,0.714285714285714
"112",319,2.86012087175639,1
"113",320,3.72993417578559,0.75
"114",321,5.11764679872895,0.666666666666667
"115",322,2.50432733969742,0.944444444444444
"116",323,6.08385275821188,0.625
"117",324,5.24699393903434,0.695652173913043
"118",325,4.76209436046735,0.666666666666667
"119",326,3.11970438991211,0.8
"120",327,3.08826381855638,1
"121",328,6.18342698719446,0.666666666666667
"122",329,10.406690549344,0.533333333333333
"123",330,6.81828440814067,0.4
"124",331,2.03831883059553,1
"125",332,2.74186144889374,0.875
"126",333,5.04026240336178,0.75
"127",334,1.26981568404747,0.916666666666667
"128",335,4.85913333717129,0.8
"129",336,1.25162854883773,1
"130",337,1.36757796154353,0.909090909090909
"131",338,7.49378782338182,0.45
"132",339,1.01695388940234,1
"133",340,0.699600221443689,1
"134",401,0.518784822197129,1
"135",402,0.195530084416301,1
"136",403,0.855471357081849,1
"137",404,0.744386435456229,1
"138",405,1.72312336941862,0.857142857142857
"139",406,1.74338376942304,0.857142857142857
"140",407,0.507456037238157,1
"141",408,1.18241762282917,1
"142",409,2.45384038593098,1
"143",410,5.66296054674095,0.666666666666667
"144",411,1.36082515557618,1
"145",412,0.351106931206188,1
"146",413,1.77129407533409,1
"147",414,0.502916293709713,1
"148",415,3.81772127956322,0.870967741935484
"149",416,0.445291482215638,1
"150",417,1.04643617720934,1
"151",418,0.884896085881673,1
"152",419,0.368332309863295,1
"153",420,1.30160062687405,1
"154",421,0.822484442799409,1
"155",422,2.6521876620457,1
"156",423,0.644283312411486,1
"157",424,0.616777997597327,1
"158",425,0.397050732672495,1
"159",426,0.332877841024466,1
"160",427,1.505487136262,1
"161",428,2.45652082734793,0.909090909090909
"162",429,3.55253220778466,1
"163",430,0.870555459911995,1
"164",431,1.11042761116933,1
"165",432,1.64024220587039,1
"166",433,0.313623102516246,1
"167",434,3.40569313180795,0.933333333333333
"168",435,4.28250875362718,0.75
"169",436,5.38736123305581,0.666666666666667
"170",437,0.0741730715199011,1
"171",501,7.52348630192038,0.666666666666667
"172",502,9.90892831277283,0.75
"173",503,1.91016940898882,1
"174",504,5.28543197445277,0.777777777777778
"175",505,21.0466170197787,0.416666666666667
"176",506,9.96553417514892,0.6875
"177",507,8.70015665879441,0.6
"178",508,7.98625949578197,0.545454545454545
"179",509,4.88968379217202,0.75
"180",510,6.28231682535628,0.75
"181",511,3.94398473846017,0.769230769230769
"182",512,3.77082589819467,1
"183",513,2.0183191172523,1
"184",514,9.19534412983699,0.666666666666667
"185",515,8.7517600331656,0.75
"186",516,7.41977116835591,0.666666666666667
"187",601,23.7863820168091,0.3
"188",602,8.3300341818936,0.75
"189",603,4.42185984704259,0.857142857142857
"190",604,10.4617805318692,0.6
"191",605,7.24527474649554,0.818181818181818
"192",606,3.5940533517357,0.8
"193",607,5.57006438499277,0.833333333333333
"194",608,9.44411495777957,0.8
"195",609,6.66087332188093,0.727272727272727
"196",610,15.2392625288072,0.538461538461538
"197",611,0.640020166693975,1
"198",612,3.65688321134087,0.8
"199",613,2.98308709127951,0.9
"200",614,16.3272465320115,0.444444444444444
"201",701,1.37900568158708,1
"202",702,1.94941975262476,1
"203",703,2.63151150279012,1
