"SSN","BEIndex","commEnv","compEnv","comeEnv","hsaEnv","phyEnv","resEnv"
101,40.2982519663008,63.0388258988601,53.2163574237077,30.6210521141633,0,35.9464829687716,58.9667933923021
102,33.8988663519053,62.5404414738805,37.0588983669258,29.2122555600447,0,28.0628728307066,46.5187298798744
103,38.0725548285704,62.4623428436431,44.2117354741774,36.5071019523201,0,28.9033643207052,56.3507843805767
104,42.4727493564715,62.300431624951,56.3018132267811,28.4640255524611,14.1414141414141,36.6665467158998,56.9622648773223
105,41.2228678556809,62.982495266523,61.614019138305,24.1915360541222,4.71380471380471,39.5763763274193,54.2589756339112
106,40.6598134242226,62.4572337433131,64.1836754337694,20.4233781985183,0,38.8872883872806,58.0073047824543
107,41.4734468415278,62.678714901874,49.7508628941096,24.51337743737,13.3838383838384,41.7844291348522,56.7294582971229
108,41.8124553813535,66.1129821877504,52.5538446849835,34.3721672492581,3.63636363636365,38.3355204425132,55.8638540872524
109,42.2453348687161,62.5723895018655,53.8406518108396,28.3926365126444,8.48484848484848,43.2352800751936,56.9462028269052
110,42.3136131938571,62.593081959638,61.4226059113224,24.8110899550649,6.06060606060607,39.6863922287564,59.307903047755
111,41.410219055248,65.1368655922509,44.6470212358935,35.2004071560529,5.24090352731722,36.8090316421063,61.4270851778669
112,42.7115165157925,64.3530294299845,44.2096974255693,33.6003373485905,14.1414141414141,41.0957343757342,58.8688863734625
113,45.681896123824,63.9922393412812,51.9324515009791,37.0021659851405,20.2441077441077,38.2293186779254,62.69109349351
114,41.9075486303818,63.7626048454092,45.7602314791051,37.8735530293475,0,40.6120503636054,63.4368520648233
115,41.8981021484852,62.1751791210315,65.6039278660493,25.5177758683902,0,33.7275116278285,64.3642184076117
116,38.7914907839753,61.0895039291591,35.8179024114857,49.5230910662031,0,26.1437529715001,60.1746943255037
117,42.6187525415838,62.7522877349683,58.214304957231,24.901758349305,7.81499202551833,41.5218224669803,60.5073497154999
118,40.7578574022017,63.6547616846517,36.949206323123,40.372825260195,0,40.7759992212769,62.7943519239637
119,35.6476873679043,63.6642547965549,47.1446158639604,21.4366322385008,0,33.4409083317394,48.1997129766702
120,43.3101958126083,62.5764893510965,64.2644066847646,23.2529654346513,6.66666666666667,40.5950712671792,62.5055754712916
121,39.6333037152645,63.2151396174662,45.7548074748671,31.8305120735669,0,36.4356647699393,60.5636983557473
122,36.1868359539226,62.0202438984629,44.4922948104886,30.353633970382,0,28.4991720385941,51.7556710056079
123,41.2516151804498,62.5664052169094,64.4383036171736,22.1925179955821,0,41.3101076696584,57.0023565833754
201,45.3049227221794,62.5923337208169,63.733880387826,32.2571418410995,0,41.3694062624089,71.8767741209251
202,47.9160169776803,62.6448537627115,63.1530326736789,32.8899506838399,7.07070707070708,54.9837393403127,66.7538183348317
203,43.9300159371907,62.826828460975,62.822845091551,36.9629124177586,0,35.0422605059536,65.9252491469058
204,40.9804215085939,59.6039724297477,64.4107874609134,30.4005982571058,0,27.4165013119571,64.0506695918393
205,40.2650168731968,63.1347011591274,65.3243197093236,28.8973048988475,0,20.6659206400716,63.5678548318107
206,40.6255857166154,54.257903160254,62.4091501589523,37.9990286015359,0,25.5202552591943,63.5671771197555
207,46.9987456350169,62.6757762545879,62.4662961653866,36.0191286439876,10.6060606060606,40.8664807927196,69.3587313473588
208,44.6461729509304,62.4185633767797,64.5776592317409,31.2604540005123,6.06060606060607,34.5906619484234,68.9690930875201
209,45.2884590160207,62.5492694666451,65.0358877096718,32.7372497700166,6.06060606060607,38.1010061582149,67.2467349309696
210,43.2890189172995,61.9019082507863,61.3764720266657,34.6902752804608,0,33.9804554412091,67.785002504675
211,41.6113016067752,61.8345554141608,62.8022834580128,34.9036557434711,0,26.5249794569347,63.6023355680718
212,41.8867947549739,62.4359573855342,65.7611560857608,29.0785904320328,0,27.1223223513421,66.9227422751734
