"","SSN","municipality","pop2017","areaMi","alcLicMi","noVhcleRt","pubTransRt","avgVacBizRt","bizDens","syrngDist","naloxDist","moudDist","sutDist","mentHlDist","HDensRes","parksProp","allPaths","ndvi","resPctTot","comPctTot","indPctTot","multiUnRt","occRate","mblHomePct","avgPropTax","hs20yrRt","rentPct","medRent","medHValue","burdenPct","crowdedPct","frClsRtMrt","empPerCap","incPerCap","snapP","govExp","adultEdDst","cultrDist","voluntrOp","isoAsian","isoBlack","isoHisp","SVIthemes","mriScore","landUseClass","popDens17","hsGradRt","vlntCrRt","opDtRt15","opDtRt16","opDtRt17","opDtRt18","opDtRt1518ave","opDt15","opDt16","opDt17","opDt18","opDt1518sum","commEnv","compEnv","comEnv","hsaEnv","phyEnv","resEnv","BEIndex","commEnv2","compEnv2","comEnv2","hsaEnv2","phyEnv2","resEnv2","BEIndex2"
"1",101,"absecon city",8146,38173.5634622665,0.0154142173740223,12.65,1.55997445861564,7.43565939381365,0.0121288126652798,1.40387898510272,0.292949413741979,0.932949308026756,0.204087070977584,0.376457623074608,6.75006515506907,0.0844522987470773,1067.41411967272,0.478287703280979,0.248773529856714,0.0415378963065419,0.00559745845129779,13.725,0.881430602969358,0.00867575203317418,2.86,7.93765912293068,2.43244608733313,1294,172950,49.5,0.453322454863804,0.0440102033576292,0.138977388469422,8035.30128741524,5.5,3552,10.3912632660919,0.591184919324948,0,0.387418611610995,4.66976067958308,3.78591861078236,16.4470395791097,-3.6,2,0.21339375371786,32,1.2,0,100.357236355195,80.2857890841562,60.2143418131171,48.1714734504936,0,5,4,3,12,41.831702274966,46.7836425762923,69.3789478858367,10.6866205806864,68.0614947119015,22.0753424375894,43.1362917445454,35.5949480306923,53.2224019020528,68.0177157219633,13.2040334025973,54.5846216814883,35.5893441117149,43.3688441417515
"2",102,"atlantic city",37788,83978.5646193685,0.106503143005224,31.495652173913,14.202298508165,11.325970883153,0.0247563173938854,0.725342001079877,0.410166354176349,0.487209573833614,0.367570197590416,0.508718745352835,98.2735426008969,0.0920150446001708,446.404242167326,0.293692125291091,0.0876296762024521,0.0824229801949072,0.00244616472807293,28.9086956521739,0.759435363318655,0.00213564822863546,3.31,8.98264799399929,13.0195684483079,993,174100,57.4,4.93500579894088,0.0753695690066151,0.311125409708623,11920.372485482,31,83342,28.6294951592003,0.565905519048228,1,0.319631431411051,0.636779091461181,0.572199562001882,150.226643055572,-23.33,1,0.449971968100116,2,15.9,39.8838077376415,83.7559962490471,119.651423212924,139.593327081745,76.5769108562716,10,21,30,35,96,45.6854378097954,62.9411016330742,70.7877444399553,9.62244313171089,79.167422938989,37.5236750811568,50.9546375057803,46.7843630415991,78.0764992246069,70.3364306462427,11.8680912991565,78.9453952993241,72.7715679512563,59.7970579103643
"3",103,"brigantine city",8812,56521.1638555814,0.0208208356820944,21.33,3.42684069803892,15.7901494117925,0.0054669787195029,1.38862215049442,0.442488384921296,0.173526558192733,1.37217447935689,0.507105290697432,65.8234338945389,0.454835773632329,0,0.318956895815093,0.170787599252686,0.0156031060252219,0,26.96,0.438098582938389,0.000920891088362552,1.65,7.69639693996288,4.37310210381539,1155,240400,45.3,0.51474259245047,0.0315239980055466,0.219987249185482,17587.3255722575,8.2,10451,19.411927391606,0.494027423335533,0,0.303229576967028,13.7133486955053,1.22498567730658,24.9838633857102,-3.98,2,0.155906202188542,22,0.6,35.5584125730519,53.3376188595778,71.1168251461038,53.3376188595778,42.6700950876622,2,3,4,3,12,46.0282431544616,55.7882645258226,63.4928980476799,11.1358057313359,77.1073597264733,26.0352873538548,46.5979764232714,47.7797067113347,67.0736980433539,58.3299637432358,13.7679293539452,74.4266614724545,45.1204411994091,51.0830667539555
"4",104,"buena boro",4357,39977.6965480192,0.0382685383111237,7.93333333333333,0.565021026350811,0,0.00325181316647022,9.20704270591899,1.0622831371387,2.90927658531463,1.40403475750371,1.32528124826601,1.77579365079365,0.0639577643582806,0,0.532303381990132,0.208015188410582,0.0265590820917083,0.0104213958479508,5.83333333333333,0.941426038776184,9.0317590786843e-05,3.11,1.93473210586243,0.726619760217234,1296,187500,43.3,0.232726349466356,0.0627692739570931,0.178788311809057,9749.63371517018,13,1054,6.82947569678941,0.731562379308845,0,0.0576954982312034,0.406989161588024,0.437828827678016,9.58240369547966,-8.39,3,0.108985768971621,2,2.6,73.8342109024322,73.8342109024322,36.9171054512161,73.8342109024322,51.6839476317026,2,2,1,2,7,40.2018626515007,43.6981867732189,71.5359744475389,41.3038983760634,67.7077253104279,22.3033283659295,47.7918293207799,30.8626689774594,48.4762212962703,71.5679300279709,51.6402082519747,53.8086310460369,36.1380780117023,48.7489562685691
"5",105,"buena vista twp",7296,219515.053548369,0.00375276719241834,5.78888888888889,0.322684660864172,0.00197017586963916,0.00105231963032139,2.9887868970794,0.480498436923694,0.628653289206771,0.707172595849968,0.614657078343778,3.60077420297265,0.103276477832287,0,0.640182868109809,0.102913431399815,0.00732491976037102,0.00671607573718985,2.2,0.858740466625273,0.107781561339771,2.46,10.7567146333152,1.51683979819797,1125,186200,36.5,0.155793714138651,0.0665970131130043,0.0595176843981143,3129.21215801121,7.2,123,2.5488136484492,0.552113919543463,0,0.791682912176567,0.556619528014501,1.14981945439504,8.97794920617793,-6.78,3,0.0332369005317093,5,1.6,20.6761129959607,62.0283389878821,82.7044519838428,103.380564979804,53.7578937894978,1,3,4,5,13,39.2956133362604,38.385980861695,75.8084639458778,14.1317537997439,66.2032351032167,25.4702425821837,43.2158816048296,28.2313520124193,40.3047580570028,78.5999497576214,17.5289686131041,50.5085426068974,43.7604483986077,43.1556699076088
"6",106,"corbin city",496,47372.7321404464,0.0074526337647778,1.9,0.00893940624575736,0.545326368941097,0.000379965418642843,0.545475989688689,0.184559342931477,0.39440460414904,0.199691788484064,0.238146784340859,0,0.659378462054229,0,0.567856465076265,0.0331237700492851,0.00456279061667334,0.000940422493512826,0.25,0.916126170716727,0.197952289294921,1.75,3.93254210116102,0.462243548284392,1481.5,244250,35.6,0.0352864356548684,0.042654842917188,0.016881335832816,1133.89456923537,9.6,3614,1.04496484805889,0.336392450972019,0,0.989380031785414,0.646489549382708,4.6626384450209,0.819281330631394,-1.79,3,0.0104701582026028,30,0,0,0,275.272798517449,550.545597034898,165.16367911047,0,0,1,2,3,38.2164625101723,35.8163245662306,79.5766218014817,5.51641737895843,67.9995833104215,21.1357687645107,41.3768630552959,25.0980112983693,36.352002402259,84.8018983862479,6.71348791398326,54.4488194680237,33.3279066199027,40.1236876814643
"7",107,"egg harbor city",4106,60330.5327884648,0.0273092007108372,5.625,0.777349478960313,3.6435993415976,0.00430959230729207,4.07193488283184,0.891275256409103,2.8477204599225,1.34754884564469,1.16748981946967,2.69302880518152,0.0185048394169175,346.143536120935,0.707151844443044,0.0804922553471717,0.0206752733608638,0.00622864904169353,3.2,0.862691913478487,8.02605691350561e-05,4.25,2.27734410280899,0.997261934452644,1342,227650,33.3,2.21641106128318,0.0638113939734459,0.138352456889518,5437.07601959264,15,10849,7.90860719675618,2.52379595264385,1,0.096522639493177,0.285916068153668,0.350348951619838,10.0591111459164,-12.32,3,0.0680584077451586,6,4.2,38.9936699214088,77.9873398428177,116.981009764227,194.968349607044,85.7860738270994,1,2,3,5,11,39.7110960864258,50.2491371058904,75.4866225626299,34.7113117369766,64.2563863453561,23.7047382881557,48.0198820209058,29.4377162996044,58.5531743958415,78.0702363533645,43.3640377033353,46.2381438713167,39.5110981700212,49.1957344655806
"8",108,"egg harbor twp",42651,398830.873118747,0.00914730777363913,8.43235294117647,NA,2.47877131355758,0.00457838177300866,2.06702124895849,0.399012744116108,0.376919628653178,0.727033461118148,0.488178503153028,6.19657557665501,0.11088353452089,439.036896821636,0.582609439958845,0.157297467254689,0.0241897449051358,0.00852246870268168,11.3117647058824,0.849480894917834,0.0928851190447802,2.84,28.2641681233777,NA,1348,218100,43.2,0.202618135275683,0.0483570908229916,0.136938975758389,7670.29357846967,9.8,116008,8.49656545005371,1.16591439778985,0,0.372119062142073,1.66810850842733,0.789129539093119,NA,-3.09,2,0.106940066265385,20,1.7,19.7773600956111,46.1471735564258,59.3320802868332,69.2207603346387,38.8954748547018,6,14,18,21,59,40.4843573416819,47.4461553150165,65.6278327507419,10.7935298162678,66.8475989742413,26.3623078265708,42.9269636707534,31.6828991925965,54.2415074450604,61.843817424862,13.338244618215,51.9219501194058,45.9075389851174,43.1559929642095
"9",109,"estell manor city",1709,291385.8090422,0.000403875817213606,2.46,0.0438142678667668,1.51305622312947,0.00013727504483311,2.67176698984025,0.908877631365255,2.02071378974113,0.970092846051971,1.17474068204615,0.00931532370749884,0.645639277571228,795.726748189629,0.718746851439576,0.0303938889455147,0.000736135177068823,6.22883611365927e-05,0.2,0.918251627181148,0.196811365978841,2.2,4.91453678333496,0.540592988984093,1429,198400,40,0.173340300080411,0.042828110365701,0.0825634873450154,5546.10505807443,4.3,10892,5.10583039861412,1.65779253073319,0,0.286091174446481,0.128193499565571,1.00658655275273,5.0338807085104,-3.8,3,0.00586507629049462,26,0.6,0,0,0,0,0,0,0,0,0,0,38.4801122645497,46.1593481891604,71.6073634873556,28.2419968116309,63.876289402688,21.7786272323047,45.0239562312815,25.8635247832958,52.2620854685609,71.6854280666827,35.242619421537,45.4044039637792,34.8751873522743,44.2222081760216
"10",110,"folsom boro",1795,44928.748771395,0.0104773410561595,5.61428571428571,0.00244061322628121,0.135347527408557,0.00206994413472762,3.73692127554911,0.679092463105679,0.749255717523628,0.666896277108527,0.67918005260171,0,0.136144608073896,0,0.642353404017857,0.105510567582952,0.0150939238693329,0.0112194494941148,2.4,0.963673396082707,0.000287461831886003,1.91,10.8461226320518,1.13370380444225,1159,219700,36.8,0.220739440077185,0.0596800152833584,0.0839277023407492,4956.92727557857,12,29276,2.94058084477738,0.504557877535133,0,0.241018293565968,7.59226654852342,5.54083513031069,6.74426870576718,-3.6,3,0.0399521475466245,24,1.6,0,0,85.8589654015193,0,17.1717930803039,0,0,1,0,1,39.3494224245674,38.5773940886776,75.1889100449351,16.9298512980071,65.8249294670273,20.2594298763159,42.6883228665884,28.3875880112273,40.5991981020327,77.5802362494419,21.0416311498463,49.6787319172261,31.2186674254889,41.4176754758772
